product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
Leche fresca entera pasteurizada,1 litro,Los Combos,"Lácteos, Leches, Leches frescas, Leche entera, Leche de vaca",100g,serving,62.3,kcal,3.5,g,2.1,g,4.5,g,4.5,g,3.2,g,0.13,g,0.052,g,62.3,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Queso fresco bajo contenido en sal,250 g,AUCHAN,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos cremosos",100g,100g,184.0,kcal,14.0,g,8.8,g,3.5,g,3.5,g,11.0,g,0.29,g,0.116,g,765.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,Lácteos y Derivados
Café molido natural,250 gramos,Horno San José,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cafés, Cafés molidos",100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,"Frutas, Verduras y Legumbres"
Colnatur Complex Vainilla Gourmet,330 g,Colnatur,"Suplementos dietéticos, Suplementos de culturismo, Polvos de proteína",serving,100g,40.0,kcal,0.0,g,,,0.2,g,,,10.0,g,0.1,g,0.04,g,170.0,kJ,,,en:4-ultra-processed-food-and-drink-products,not-applicable,"Bebidas, Agua e Infusiones"
Cola de caballo,,La Barraca,,100g,100g,1.0,kcal,0.0,g,0.0,g,0.03,g,0.0,g,0.0,g,0.0,g,0.0,g,1.0,kcal,,,unknown,unknown,"Bebidas, Agua e Infusiones"
Zumo melocotón y uva,1 l,Hiper Dino,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos procedentes de concentrado, Zumos multifruta, Zumos multifruta procedente de concentrado",100g,100g,54.0,kcal,0.0,g,0.0,g,12.0,g,11.0,g,0.7,g,0.03,g,0.012,g,54.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,d,"Frutas, Verduras y Legumbres"
Chocolate negro ecologico 85%,48 g,Blanxart,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros",100g,100g,572.0,kcal,47.2,g,29.6,g,21.7,g,16.1,g,11.1,g,0.02,g,0.008,g,572.0,kcal,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",unknown,e,"Snacks, Dulces y Postres"
Guisantes al natural muy finos,400 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Leguminosas y derivados, Conservas, Leguminosas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Leguminosas en conserva, Guisantes verdes, Guisantes en conserva",100g,100g,88.0,kcal,0.8,g,0.1,g,12.0,g,1.7,g,5.4,g,0.59,g,0.236,g,371.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,"Frutas, Verduras y Legumbres"
Torta del casar,540 g,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Torta del Casar",100g,100g,394.0,kcal,32.0,g,19.0,g,2.3,g,0.5,g,22.0,g,1.7,g,0.68,g,394.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
Chorizo de león picante loncheado,,De nuestra tierra,"Productos a base de carne, Carnes, Embutidos, Embutidos curados, Chorizo",100g,100g,379.0,kcal,30.0,g,11.0,g,0.8,g,0.8,g,28.0,g,3.0,g,1.2,g,1573.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:3-processed-foods,e,"Carne, Aves y Productos Cárnicos"
Garbanzos cocidos con verdura,,gourmet,,100g,100g,86.0,kcal,2.1,g,0.3,g,9.5,g,0.9,g,5.3,g,0.59,g,0.236,g,86.0,kcal,,,unknown,unknown,"Frutas, Verduras y Legumbres"
Cafe molido descafeinado,250 g,oquendo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cafés, Cafés descafeinados",100g,100g,1.0,kcal,0.0,g,0.0,g,0.3,g,0.0,g,0.2,g,0.0,g,0.0,g,1.0,kcal,,,unknown,b,"Frutas, Verduras y Legumbres"
Lentejas cocidas,345 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Alimentos de origen vegetal en conserva, Leguminosas en conserva, Lentejas cocidas en conserva",100g,100g,82.0,kcal,0.5,g,0.0,g,12.0,g,0.5,g,5.8,g,0.48,g,0.192,g,345.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:4-ultra-processed-food-and-drink-products,a,Comidas Preparadas y Envasadas
Aceitunas verdes con hueso,420 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas enteras, Aceitunas verdes enteras",serving,100g,181.0,kcal,19.0,g,4.0,g,0.0,g,0.0,g,1.1,g,4.0,g,1.6,g,746.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,e,"Frutas, Verduras y Legumbres"
Trompitas,80 g,El Corte Inglés,"Botanas, Snacks salados, Aperitivos",100g,100g,417.0,kcal,9.9,g,1.1,g,74.0,g,0.0,g,6.1,g,1.4,g,0.56,g,417.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,d,"Snacks, Dulces y Postres"
Queso semicurado cortado en cuñitas,300 g (variable),Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,408.0,kcal,34.0,g,24.0,g,2.6,g,0.5,g,23.0,g,1.4,g,0.56,g,408.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
Fiambre de pollo,500 g,BonÀrea,"Productes amb base de carn, Menjar preparat, Carns, Carns preparades, Pollastre i derivats, Aus de corral, Aliments amb carn, Pollastre, Menjars d'aus de corral, Aliments amb pollastre",100g,100g,96.0,kcal,2.0,g,0.6,g,6.5,g,1.0,g,13.0,g,2.0,g,0.8,g,96.0,kcal,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
Espetec,1,Alteza,"Productos a base de carne, Carnes, Embutidos, Salchichas, Salchicha francesa, Embutidos de España, Fuet",100g,100g,459.0,kcal,38.0,g,14.0,g,2.3,g,2.3,g,27.0,g,3.1,g,1.24,g,459.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
Galletas marineras,240 gr,Gori de Muro,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks dulces, Galletas y pasteles, en:Biscuits and crackers, Cereales y derivados, Galletas, Panes, Panes especiales",100g,100g,456.0,kcal,17.1,g,3.89,g,66.4,g,3.3,g,6.2,g,0.62,g,0.248,g,456.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,d,"Cereales, Panadería y Pasta"
Mantecades,200 gr,Gori de Muro,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Mantecados y polvorones",100g,serving,541.0,kcal,29.1,g,14.26,g,63.8,g,25.3,g,4.6,g,0.05,g,0.02,g,541.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:3-processed-foods,e,"Snacks, Dulces y Postres"
Espetec extra,,,,100g,100g,479.0,kcal,38.1,g,14.2,g,5.6,g,3.1,g,27.6,g,4.7,g,1.88,g,479.0,kcal,,,unknown,unknown,"Carne, Aves y Productos Cárnicos"
Cazorla,750 ml,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceites de oliva virgen extra, Aceite de Sierra de Cazorla",100g,100g,900.0,kcal,100.0,g,12.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,900.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Chorizo extra ya cortado,,España e Hijos,"Productos a base de carne, Embutidos",100g,100g,334.0,kcal,25.0,g,10.0,g,1.7,g,0.9,g,25.0,g,3.3,g,1.32,g,334.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
Agua,8 l,Los Picachos,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Agua potable preparada",100g,100g,,,,,,,,,,,,,,,,,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
Aceitunas verdes gordal aliñadas sin hueso,800 g (400 g escurridos),Alipende,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas deshuesadas, Aceitunas verdes deshuesadas",100g,100g,117.0,kcal,12.0,g,2.0,g,0.2,g,0.2,g,1.0,g,3.0,g,1.2,g,117.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
Vino rosado afrutado espumoso,750 ml,Peñascal,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos rosados",100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,Bebidas Alcohólicas
Garbanzo lechoso,500gr,Luengo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Garbanzos, Garbanzos de tipo Kabuli, Garbanzos de tipo Lechoso",100g,100g,348.0,kcal,5.8000001907349,g,1.1000000238419,g,46.0,g,5.4000000953674,g,21.0,g,0.029999999329448,g,0.012,g,348.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,b,"Frutas, Verduras y Legumbres"
Café cortado,,Carrefour,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cafés",100g,100g,413.0,kcal,15.0,g,10.0,g,40.0,g,21.0,g,24.0,g,1.2,g,0.48,g,1731.0,kJ,,,en:3-processed-foods,e,"Frutas, Verduras y Legumbres"
Salchichón extra ya cortado,200,España e Hijos,"Productos a base de carne, Carnes, Embutidos",100g,100g,325.0,kcal,26.0,g,11.0,g,1.5,g,0.5,g,27.0,g,4.2,g,1.68,g,325.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,"Carne, Aves y Productos Cárnicos"
Macedonia de verduras,390 g,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Botanas, Conservas, Snacks salados, Verduras y hortalizas y sus productos, Aperitivos, Alimentos de origen vegetal en conserva, Verduras y hortalizas en conserva, Preparados vegetales, en:Canned diced mixed vegetables, Entrantes fríos, Macedonia de verduras",100g,100g,31.0,kcal,0.5,g,0.0,g,5.5,g,1.1,g,1.4,g,0.55,g,0.22,g,132.0,kJ,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,b,Comidas Preparadas y Envasadas
Morcilla de Burgos,600 g,Rios,"Productos a base de carne, Carnes, Embutidos, Pescado carne y huevos, en:Offals, en:Tripe dishes, fr:Boudins, Morcilla",100g,100g,212.0,kcal,14.2,g,6.4,g,17.2,g,1.03,g,5.9,g,0.78,g,0.312,g,887.0,kJ,en:offals,"en:fish-meat-eggs,en:offals",en:3-processed-foods,d,"Carne, Aves y Productos Cárnicos"
ORGANIC CRACKERS SARRACENO Y QUINOA,,zealia,"Botanas, Snacks salados, Aperitivos, en:Biscuits and crackers, Crackers",100g,100g,322.0,kcal,2.3,g,0.2,g,74.3,g,1.3,g,9.6,g,0.48,g,0.192,g,322.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",unknown,c,"Cereales, Panadería y Pasta"
Aceitunas verdes gazpachas,435 g (240 g),BonÀrea,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas partidas, Aceitunas verdes, Aceitunas verdes partidas, Aceitunas aliñadas, Aceitunas verdes partidas aliñadas, Aceitunas verdes partidas aliñadas a la gazpacha",100g,100g,120.0,kcal,11.5,g,2.8,g,1.2,g,0.5,g,1.3,g,3.9,g,1.56,g,502.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,e,"Frutas, Verduras y Legumbres"
Sobao de Cantabria,,el macho,,100g,100g,428.0,kcal,24.4,g,15.6,g,46.4,g,28.7,g,5.6,g,0.4,g,0.16,g,428.0,kcal,,,unknown,unknown,"Snacks, Dulces y Postres"
Condimento de aceite de oliva con pimienta de cayena y especias imp,200 ml,Borges,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España",100g,100g,887.0,kcal,99.0,g,15.0,g,0.0,g,0.0,g,0.5,g,0.0,g,0.0,g,3714.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Chocolate artesano 90% cacao,200g,La Superlativa,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros",100g,100g,566.0,kcal,37.7,g,23.2,g,42.4,g,11.8,g,12.27,g,0.01,g,0.004,g,2355.0,kJ,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
Miel de Montaña de España,,el brezal,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles",100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,unknown,"Snacks, Dulces y Postres"
Alubias blancas cocidas,,Gourmet,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Alimentos de origen vegetal en conserva, Leguminosas en conserva, Alubias cocidas en conserva, Alubias blancas cocidas en conserva",100g,100g,86.0,kcal,0.6,g,0.1,g,12.0,g,0.5,g,5.4,g,0.52,g,0.208,g,86.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,b,Comidas Preparadas y Envasadas
Leche evaporada,200 ml,Benestare,"Lácteos, Leches evaporadas",100g,100g,117.0,kcal,6.0,g,3.9,g,9.4,g,9.4,g,6.3,g,0.3,g,0.12,g,489.0,kJ,,,en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Miel de eucaliptus,910 g,MIEL DEL TIO JUAN CRUZ,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus",100g,100g,320.0,kcal,0.2,g,0.0,g,79.0,g,79.0,g,0.3,g,0.03,g,0.012,g,1360.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",unknown,e,"Snacks, Dulces y Postres"
Bio garbanzos,660 g,El Corte Inglés,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Semillas, Alimentos de origen vegetal en conserva, Granos de leguminosas, Legumbres secas, Garbanzos, Leguminosas en conserva, Garbanzos cocidos en conserva",100g,100g,101.0,kcal,1.7,g,0.3,g,15.4,g,1.4,g,6.0,g,0.8,g,0.32,g,101.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",en:3-processed-foods,b,"Frutas, Verduras y Legumbres"
Queso Fundido en Lonchas,150 g (8 lonchas),Gourmet,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, en:Specific products, Quesos de vaca, en:Products for specific diets, Productos sin gluten, Quesos españoles, en:melted-cheese",100g,100g,225.0,kcal,15.5,g,10.2,g,8.9,g,6.0,g,12.5,g,3.8,g,1.52,g,937.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
Natillas de chocolate,460 g,gervais,Natillas de Chocolate,100g,100g,114.0,kcal,3.2,g,2.0,g,19.3,g,16.3,g,2.1,g,0.1,g,0.04,g,114.0,kcal,,,en:4-ultra-processed-food-and-drink-products,c,"Snacks, Dulces y Postres"
Cuajada desnatada,2 x 125 g,Goshua,"Lácteos, Postres, Postres lácteos, Cuajada",100g,100g,41.0,kcal,0.2,g,0.1,g,4.5,g,4.5,g,4.1,g,0.12,g,0.048,g,175.0,kJ,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",en:4-ultra-processed-food-and-drink-products,a,Lácteos y Derivados
Patatas fritas onduladas en aceite de oliva 100%,150 g,La tentación,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas",100g,100g,516.0,kcal,34.1,g,4.7,g,43.6,g,0.3,g,6.8,g,0.42,g,0.168,g,516.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,d,"Cereales, Panadería y Pasta"
Patatas fritas,130 g,Acho,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas",100g,100g,515.0,kcal,30.0,g,4.0,g,57.0,g,1.0,g,7.0,g,1.3,g,0.52,g,515.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",unknown,d,"Cereales, Panadería y Pasta"
Freut auf Joghurt Erdbeere,3 l,Olisone,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen",100g,100g,823.0,kcal,91.4,g,12.8,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3382.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Flan de requesón,120 g,Villa Villera,"Lácteos, Postres, Postres lácteos, Flanes",100g,100g,159.0,kcal,11.0,g,7.6,g,9.4,g,6.3,g,5.6,g,0.14,g,0.056,g,159.0,kcal,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
Queso de cabra en daditos,150 g,El Pastor,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,358.0,kcal,30.0,g,22.0,g,1.0,g,0.5,g,21.0,g,1.2,g,0.48,g,358.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
"Fuente Arquillo, agua de mineralización débil",5 L.,Consum,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,,,,,,,,,,,,,,,,,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
Batido de cacao,1 l,Bonpreu,"Begudes, Cacau i derivats, Pols de coco i xocolata",100g,100g,63.0,kcal,1.0,g,0.7,g,11.0,g,11.0,g,2.0,g,0.000275,g,0.00011,g,63.0,kcal,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,unknown,"Bebidas, Agua e Infusiones"
Moritz  7,33cl,Moritz,"Bebidas, Bebidas alcohólicas, Cervezas",100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,en:3-processed-foods,not-applicable,Bebidas Alcohólicas
Sal Marina Yodada,1 kg,Eroski,"Condimentos, Sales, en:groceries",100g,100g,,,,,,,,,,,,,,,,,,,,,en:2-processed-culinary-ingredients,not-applicable,"Salsas, Condimentos y Aditivos"
ECO MANTEGA,100g,ato,"Lácteos, Aceites y grasas, Untables, Grasas para untar, Grasas animales, La pasta de leche, Grasas de la leche, Mantequillas",100g,100g,744.0,kcal,82.0,g,57.0,g,1.2999999523163,g,1.2999999523163,g,0.30000001192093,g,0.019999999552965,g,0.008,g,744.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,e,"Aceites, Grasas y Productos Similares"
Lazos de hojaldre,180 g,Lapasion,,100g,100g,549.0,kcal,35.0,g,18.0,g,53.0,g,24.0,g,5.0,g,0.8,g,0.32,g,549.0,kcal,,,unknown,unknown,"Cereales, Panadería y Pasta"
"Crema de cacao y sésamo, Biochoc",200 gr,biobetica,"Desayunos, Untables, Untables dulces, fr:Pâtes à tartiner, Cremas de chocolate",100g,100g,542.3,kcal,33.2,g,6.3,g,53.3,g,51.3,g,6.1,g,0.1,g,0.04,g,2261.7,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
SANDWICH YORK BACON Y QUESO CREMOSO LM,150 g,lm sandwich,"Sándwiches, en:Sandwiches filled with cold cuts, Sandwiches de jamón",100g,100g,300.0,kcal,8.3,g,3.3,g,30.6,g,1.3,g,7.8,g,3.32,g,1.328,g,300.0,kcal,en:sandwiches,"en:composite-foods,en:sandwiches",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
Caña de chocolate,70 g,Martos,"Botanas, Snacks dulces, Galletas y pasteles, Bolleria",100g,100g,539.0,kcal,34.0,g,14.5,g,54.3,g,9.2,g,3.9,g,0.4,g,0.16,g,539.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,e,"Cereales, Panadería y Pasta"
Bizcocho de nueces,,Gimar,,100g,100g,427.0,kcal,22.0,g,3.0,g,52.0,g,31.0,g,6.0,g,0.6,g,0.24,g,427.0,kcal,,,unknown,unknown,"Snacks, Dulces y Postres"
Gelatina con jengibre y limón,150 g ℮ 5.29 oz,"Neo Botanica, Uniconf","Botanas, Snacks dulces, Dulces, Golosinas",100g,100g,355.0,kcal,0.5,g,0.2,g,86.0,g,58.0,g,1.2,g,0.3,g,0.12,g,1509.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
CROISANT MIXTO LM,150 GR,lm sandwich,Sándwiches,100g,100g,283.0,kcal,9.9,g,4.4,g,39.4,g,6.1,g,9.0,g,3.5,g,1.4,g,283.0,kcal,en:sandwiches,"en:composite-foods,en:sandwiches",en:4-ultra-processed-food-and-drink-products,e,Comidas Preparadas y Envasadas
Patatas Fritas Con Aceite De Oliva,150 g,Doruel,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas, Chips de patatas fritas en aceite de oliva, Chips de patatas fritas en aceite de girasol",100g,100g,520.0,kcal,32.0,g,4.1,g,49.0,g,0.5,g,6.7,g,0.5,g,0.2,g,2160.0,kJ,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,c,"Aceites, Grasas y Productos Similares"
Blonda steak burger,,miguel vergara,,serving,100g,125.0,kcal,6.0,g,1.5,g,0.0,g,0.0,g,17.3,g,1.3775,g,0.551,g,125.0,kcal,,,unknown,unknown,"Carne, Aves y Productos Cárnicos"
Miel,1000g,Joan Piñol,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles",100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
Brillante vasito de arroz redondo,250 g (2 x 125 g),Brillante,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Arroces",100g,100g,207.0,kcal,3.1,g,0.4,g,41.4,g,0.0,g,3.6,g,0.3,g,0.12,g,884.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:4-ultra-processed-food-and-drink-products,b,"Cereales, Panadería y Pasta"
"Biochoc, crema de cacao y naranja",200 g,bioBética,"Desayunos, Untables, Untables dulces, fr:Pâtes à tartiner, Cremas de chocolate",100g,100g,529.1,kcal,45.1,g,7.9,g,37.9,g,34.9,g,5.1,g,0.0,g,0.0,g,2456.5,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
Trozos de Potón del Pacífico en salsa americana,111 g,Gourmet,"Productos del mar, Conservas, en:Specific products, en:Products for specific diets, Molusco, Productos sin gluten, Calamares, en:Squid",100g,100g,131.0,kcal,6.25,g,0.7,g,0.0,g,0.0,g,18.6,g,0.5,g,0.2,g,548.0,kJ,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:3-processed-foods,a,"Pescados, Mariscos y Derivados"
Queso de cabra tierno,150 g,Hiper Dino,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,361.0,kcal,30.3,g,20.0,g,1.0,g,0.5,g,21.0,g,1.5,g,0.6,g,361.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
Queso azul,100 g,Alteza,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso azul",100g,100g,368.0,kcal,32.0,g,22.0,g,0.0,g,0.0,g,20.0,g,3.3,g,1.32,g,1524.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
Guisantes ultracongelados,1 kg,"Eliges, Gadis, IFA","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Leguminosas y derivados, Leguminosas, Semillas, Verduras y hortalizas y sus productos, Congelados, Granos de leguminosas, Hortalizas, Alimentos de origen vegetal congelados, Legumbres secas, Leguminosas congeladas, Verduras y hortalizas congeladas, Guisantes verdes, Guisantes verdes congelados, Guisantes",100g,100g,59.0,kcal,0.9,g,0.2,g,5.4,g,2.9,g,5.0,g,0.01,g,0.004,g,246.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Turrón diverso de cacahuete,200 g,,,100g,100g,515.0,kcal,28.0,g,7.5,g,55.0,g,44.0,g,10.0,g,0.01,g,0.004,g,515.0,kcal,,,unknown,unknown,"Snacks, Dulces y Postres"
