product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
Leche desnatada Suprema,1 L,Central Lechera Asturiana,"Lácteos, Leches, Leche desnatada, Leche de vaca",serving,100g,40.0,kcal,0.1,g,0.1,g,4.7,g,4.7,g,5.0,g,0.15,g,0.06,g,40.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Queso fresco de cabra,210 g ( 3 x 70 g ),Burgo de Arias,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,180.0,kcal,14.0,g,9.9,g,2.5,g,2.5,g,11.0,g,1.0,g,0.4,g,748.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
Leche desnatada,,Hacendado,"Lácteos, Leches, Leche desnatada",100g,100g,34.0,kcal,0.3,g,0.2,g,4.7,g,4.7,g,3.1,g,0.13,g,0.052,g,34.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Leche fresca pastoreo semidesnatada,1000 ml,Milbona,"Lácteos, Leches, Leche semidesnatada, Leches pasteurizadas, Leche de vaca, en:Semi-skimmed pasteurised milk",100g,100g,45.0,kcal,1.5,g,1.0,g,4.7,g,4.7,g,3.2,g,0.13,g,0.052,g,45.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Galleta maría integral,800 g,Dia,"Botanas, Snacks dulces, Galletas y pasteles, Galletas, Galletas maría, Galletas integrales",100g,100g,433.0,kcal,11.0,g,1.3,g,74.0,g,19.0,g,7.3,g,1.1,g,0.44,g,1826.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
Gazpacho con tomate rosa,1 l,Origen y tradición,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Frutas y verduras y sus productos, en:Dairy substitutes, Comidas preparadas, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Sopas, Sopas de verduras y hortalizas, Sopas frías, Gazpachos",100g,100g,93.0,kcal,8.3,g,1.2,g,3.2,g,2.2,g,0.8,g,0.56,g,0.224,g,383.0,kJ,en:soups,"en:fruits-and-vegetables,en:soups",en:3-processed-foods,d,Comidas Preparadas y Envasadas
Paté de cerdo sabor suave,240 g (3 x 80 g),Hacendado,"Productos a base de carne, Carnes, Embutidos, Carne de cerdo y sus productos, fr:Charcuteries diverses, Paté, Carne de cerdo, en:Liver Pâtés, Patés de cerdo, Patés de hígado de cerdo",100g,100g,299.6,kcal,27.2,g,10.7,g,5.4,g,0.5,g,8.3,g,1.3,g,0.52,g,299.6,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
Yogures sabor galleta,4 x 120 g,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures",100g,100g,72.0,kcal,2.2,g,1.5,g,10.0,g,0.0,g,3.0,g,0.11,g,0.044,g,300.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,a,Lácteos y Derivados
Leche Calcio,1Litro,Milbona,"Lácteos, Leches, Leches homogeneizadas, Leche semidesnatada, Leche UHT",serving,100g,130.0,kcal,4.0,g,2.5,g,14.0,g,14.0,g,9.8,g,0.000825,g,0.00033,g,130.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Bebida de soja sin azúcar,1l,Central Lechera Asturiana,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas de soja natural sin azúcar",100g,100g,33.0,kcal,1.8,g,0.3,g,0.0,g,0.0,g,3.3,g,0.09,g,0.036,g,33.0,kcal,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,b,"Frutas, Verduras y Legumbres"
Caldo casero de carne,1 L,Gallina Blanca,"Comidas preparadas, Sopas, Caldos, en:groceries",100g,100g,3.0,kcal,0.1,g,0.0,g,0.1,g,0.0,g,0.3,g,0.75,g,0.3,g,3.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:4-ultra-processed-food-and-drink-products,c,Comidas Preparadas y Envasadas
Agua Mineral Natural,50 cl,Lanjarón,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
Barritas de pan crujientes con semillas de girasol,80 g,Velarte,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Productos artesanales, Panes especiales, Colines, Palitos de pan artesanales",100g,100g,518.0,kcal,30.0,g,2.78,g,50.0,g,2.78,g,11.0,g,1.9,g,0.76,g,2169.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,d,"Cereales, Panadería y Pasta"
Aceite de oliva picual,1 l,Coosur,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,822.0,kcal,91.0,g,12.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,822.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Leche semidesnatada sin lactosa,1 l,Puleva,"Dairies, Milks (liquid and powder), Milks, Semi-skimmed milks",100g,100g,41.0,kcal,1.0,g,0.7,g,4.8,g,4.8,g,3.2,g,0.11,g,0.044,g,41.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,Lácteos y Derivados
Pan Integral Dextrin Tradicional,300 g,Santiveri,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Pan tostado, Panes integrales, Panes de molde integrales",100g,100g,366.0,kcal,3.5,g,0.6,g,62.0,g,1.1,g,15.0,g,1.2,g,0.48,g,1546.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
Leche fresca entera,1.5 l,Puleva,"Lácteos, en:Milks (liquid and powder), Leches, Leche entera",100g,100g,63.0,kcal,3.6,g,2.5,g,4.7,g,4.7,g,3.0,g,0.1,g,0.04,g,264.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Wieners classic,200 g,Oscar Mayer,Productos a base de carne,100g,100g,219.0,kcal,18.0,g,6.8,g,1.3,g,1.0,g,13.0,g,2.0,g,0.8,g,219.0,kcal,,,en:4-ultra-processed-food-and-drink-products,d,"Carne, Aves y Productos Cárnicos"
Leche UTH Semidesnatada,1 l.,Classic,"Lácteos, en:Milks (liquid and powder), Leches, Leches homogeneizadas, Productos pasteurizados, Leche semidesnatada, Leche UHT, Leche de vaca",100g,100g,46.0,kcal,1.6,g,1.1,g,4.7,g,4.7,g,3.1,g,0.13,g,0.052,g,192.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Champiñón Entero Primera,"355 g (neto), 180 g (escurrido), 370 ml",Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comida y bebida vegetal, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Setas y sus productos, Setas, Setas en conserva, Champiñones, Champiñones en conserva, Champiñones enteros en conserva, Champiñones enteros",100g,100g,21.0,kcal,0.1,g,0.0,g,1.5,g,0.3,g,2.8,g,1.0,g,0.4,g,86.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,Comidas Preparadas y Envasadas
Leche desnatada,1 litro,Dia,"Lácteos, en:Milks (liquid and powder), Leches, Leche desnatada",100g,100g,34.0,kcal,0.3,g,0.2,g,4.8,g,4.8,g,3.1,g,0.13,g,0.052,g,145.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Agua mineral natural,500ml,Aqua Deus,"Boissons et préparations de boissons, Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles",serving,100g,,,,,,,,,,,,,8.25,mg,3.3,mg,,,en:waters-and-flavored-waters,"en:beverages,en:waters-and-flavored-waters",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
Aceite de Oliva Virgen Extra,200 ml,"Acesur, Guillén, La Española","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, en:Vegetable oil sprays, Aceites de oliva virgen extra, en:Olive oil sprays",100g,100g,822.0,kcal,91.4,g,12.8,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3381.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
Manzana Exprimida 100% Free,,Juver,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas",100g,100g,49.0,kcal,0.1,g,0.0,g,11.8,g,9.6,g,0.1,g,0.01,g,0.004,g,49.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
Yogur Natural,500g,Consum,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales, Yogur de leche de vaca",100g,serving,60.0,kcal,2.9,g,1.9,g,4.8,g,4.8,g,3.8,g,0.14,g,0.056,g,252.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,Lácteos y Derivados
Crema facial Vitamina C,,Viseger Pharma,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,Suplementos y Artículos No Alimentarios
Levadura de panadería,10 sobre de 7g,Hacendado,"Aditivos alimentarios, Levaduras de pastelería, en:Aditivos alimentarios  Levadura en polvo o gasificante",100g,100g,,,,,,,,,,,,,,,,,,,,,en:4-ultra-processed-food-and-drink-products,not-applicable,"Salsas, Condimentos y Aditivos"
Leche Sin Lactosa desnatada,1 litro,Hacendado,"Lácteos, en:Milks (liquid and powder), Leches, Leche desnatada, Leche de vaca, Leche sin lactosa",100g,100g,34.0,kcal,0.3,g,0.2,g,4.7,g,4.7,g,3.1,g,0.13,g,0.052,g,34.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Café molido mezcla,500g,Hacendado,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Preparaciones de bebidas, Cafés, Cafés molidos",100g,100g,321.0,kcal,9.5,g,4.2,g,8.0,g,2.7,g,17.0,g,0.0,g,0.0,g,1343.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,unknown,"Frutas, Verduras y Legumbres"
Queso fresco protein plus,3 x 70g,Burgo de Arias,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca",serving,100g,68.0,kcal,2.0,g,1.3,g,2.8,g,2.3,g,9.8,g,0.7575,g,0.303,g,68.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,b,Lácteos y Derivados
Vivesoy avena sin azúcar,1 l,Vivesoy,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",100g,100g,40.0,kcal,1.2,g,0.2,g,5.9,g,0.0,g,0.9,g,0.11,g,0.044,g,170.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
Chocolate a la taza,1 l,Ram,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Bebida lácteas, Leches aromatizadas, Leches de chocolate",100g,100g,112.0,kcal,1.6,g,1.0,g,22.0,g,18.0,g,2.5,g,0.13,g,0.052,g,472.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
Berenjenas de Almagro aliño suave,neto 800g / escurrido 350g,Antonio,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comida y bebida vegetal, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Encurtidos, Verduras y hortalizas en conserva, Vegetales encurtidos, Verduras y hortalizas encurtidas, Berenjenas encurtidas",100g,serving,19.0,kcal,0.4,g,0.1,g,0.8,g,0.6,g,1.0,g,1.17,g,0.468,g,79.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,b,Comidas Preparadas y Envasadas
Agua mineral natural,5 l,Solán de Cabras,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",serving,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,12.192,mg,4.8768,mg,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
Queso de cabra,200 g (2 x 100 g),Montesinos,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,330.0,kcal,27.9,g,19.4,g,3.3,g,1.0,g,16.2,g,1.1,g,0.44,g,1368.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
Leche de oveja,1 l,Gaza,"Lácteos, Leches, Leche de oveja",100g,100g,55.0,kcal,1.6,g,1.1,g,4.7,g,4.7,g,5.4,g,0.12,g,0.048,g,55.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Leche semidesnatada esterilizada,"1,5 L",Hacendado,"Lácteos, Leches, Leche semidesnatada, Leche de vaca",100g,100g,44.0,kcal,1.5,g,1.0,g,4.6,g,4.6,g,3.0,g,0.13,g,0.052,g,44.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
Chocoiris,180g,Hacendado,"Botanas, Snacks dulces, Cacao y sus productos, Dulces, Dulces de chocolate, Bombones, en:Chocolate covered nuts and fruits, Frutos de cáscara recubiertos de chocolate, Cacahuetes recubiertos de chocolate, M&m",100g,100g,533.0,kcal,30.0,g,13.0,g,56.0,g,47.0,g,8.9,g,0.1,g,0.04,g,2227.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
3 barras de pan,750 g,Mercadona,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",100g,serving,268.0,kcal,1.3,g,0.20000000298023,g,54.0,g,2.7,g,8.9,g,1.6,g,0.64,g,268.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
7 St. chocolate,100g,Torras,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates con edulcorantes, Chocolates negros, Chocolates negros con edulcorantes",100g,100g,505.0,kcal,47.0,g,29.0,g,27.0,g,1.0,g,9.0,g,0.03,g,0.012,g,505.0,kcal,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",en:3-processed-foods,d,"Snacks, Dulces y Postres"
Brócoli,1 kg,Freshona,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Hortalizas, Alimentos de origen vegetal congelados, Verduras y hortalizas congeladas, Brócolis, Brócolis congelados",100g,100g,34.0,kcal,0.5,g,0.0,g,3.5,g,1.5,g,2.4,g,0.01,g,0.004,g,34.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
Verdejo frizzante,750 ml,Dulz.ze,"Bebidas, Bebidas alcohólicas, Vinos, Vinos blancos",100g,100g,,,,,,,,,,,,,0.0,g,0.0,g,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,Bebidas Alcohólicas
Queso fresco de vaca y cabra,250 g,Vega e Hijos,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco",100g,100g,250.0,kcal,20.0,g,,,2.45,g,,,15.0,g,,,,,250.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,unknown,Lácteos y Derivados
Miel de Azahar,500 g,Carrefour,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, en:Citrus honeys, Mieles de azahar",100g,100g,331.0,kcal,0.0,g,0.0,g,83.0,g,74.0,g,0.0,g,0.0,g,0.0,g,1406.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
Tomate natural rallado,230 g,Carrefour,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Condimentos, Verduras y hortalizas y sus productos, Salsas, Tomates y sus productos, Salsas de tomate, Tomate natural rallado",100g,100g,16.0,kcal,0.5,g,0.1,g,2.6,g,2.2,g,0.8,g,0.02,g,0.008,g,67.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
Pastel de Naranja,400 g,"Sol&Mar, La Cestera","Snacks, Zoete snacks, Koekjes en cakes, Cakes, es:Rosco de Naranja",100g,100g,410.0,kcal,20.6,g,2.6,g,50.9,g,36.5,g,4.7,g,0.82,g,0.328,g,1716.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
Cocktail Rumba,300 gr,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Mezcla de frutos secos",100g,100g,563.0,kcal,40.7,g,6.6,g,26.0,g,5.6,g,21.5,g,1.0,g,0.4,g,2369.0,kJ,en:nuts,"en:salty-snacks,en:nuts",en:3-processed-foods,d,"Frutas, Verduras y Legumbres"
Vivesoy frutos secos sin azúcar,1 l,Vivesoy,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales",100g,100g,22.0,kcal,1.7,g,0.1,g,0.5,g,0.3,g,0.6,g,0.17,g,0.068,g,89.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,b,"Frutas, Verduras y Legumbres"
Citronnade,750 ml,"Solevita, Vitafit","Boissons et préparations de boissons, Aliments et boissons à base de végétaux, Boissons, Surgelés, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de citron, Boissons avec sucre ajouté",100g,100g,52.0,kcal,0.1,g,0.1,g,12.8,g,12.2,g,0.1,g,0.01,g,0.004,g,52.0,kcal,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,e,"Bebidas, Agua e Infusiones"
Yogur Original Natural,260 g (2 x 130g),Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales",100g,100g,64.0,kcal,3.9,g,2.4,g,4.1,g,4.1,g,3.2,g,0.1,g,0.04,g,269.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,Lácteos y Derivados
Chips de boniato naranja y boniato violeta imp,85 g,Mikso,"Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos",100g,100g,518.0,kcal,31.7,g,4.0,g,50.0,g,16.5,g,3.9,g,0.82,g,0.328,g,518.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",unknown,d,"Snacks, Dulces y Postres"
Batido de chocolate 90% leche,200 ml,Hacendado,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, en:Milks (liquid and powder), Bebida lácteas, Leches, Leches aromatizadas, Leches de chocolate",100g,100g,61.0,kcal,0.9,g,0.5,g,10.0,g,10.0,g,3.1,g,0.14,g,0.056,g,256.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,"Snacks, Dulces y Postres"
Queso fresco sin lactosa,250 g,Hacendado,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte fraîche, en:Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages  Fromages de vache  Fromages à pâte fraîche",100g,100g,161.0,kcal,9.9,g,6.6,g,5.6,g,3.2,g,12.6,g,1.1,g,0.44,g,161.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,c,"Bebidas, Agua e Infusiones"
Leche entera,200 ml,Pascual,"Lácteos, Leches, Leche entera",100g,100g,64.0,kcal,3.6,g,2.5,g,4.8,g,4.8,g,3.0,g,0.12,g,0.048,g,64.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
Vaca tierno,300 g,Roncero,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache",serving,100g,384.0,kcal,32.0,g,21.6,g,1.6,g,1.6,g,22.5,g,1.35,g,0.54,g,1594.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,"Bebidas, Agua e Infusiones"
Mariñeiras Galletas Crackers,200g,Daveiga,"Botanas, Snacks salados, Aperitivos, en:Biscuits and crackers, Crackers",100g,100g,421.0,kcal,11.0,g,1.9,g,67.0,g,2.8,g,11.0,g,1.2775,g,0.511,g,421.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
