,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
844,es,Licor de crema,Lenda Vella,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Licores","No recomendado para ciertas personas, Punto Verde, Desaconsejado para embarazadas",España,0,"España, 12550, 16, Almazora (Castellón), Bodegas y Destilerías Vidal S.L, C/ Valencia","en:spain,es:12550,es:16,es:almazora-castellon,es:bodegas-y-destilerias-vidal-s-l,es:c-valencia",Leche,serving,100g,,,,,,,,,,,,,,,,,,,,,en:3-processed-foods,not-applicable,,c,18.0,-5.0,0.0,"App - elcoco, Apps, App - yuka, App - El CoCo, App - smoothie-openfoodfacts"
845,es,,Arluy,"Botanas, Snacks dulces, Galletas y pasteles, en:Biscuits and crackers, Galletas, Galletas rellenas, en:Sandwich biscuits, Galletas de cacao rellenas de crema",Hecho en España,España,0,,,,100g,100g,484.0,kcal,21.0,g,3.8,g,62.0,g,29.0,g,8.3,g,0.97,g,0.388,g,484.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,e,21.0,d,-5.0,-15.0,0.0,"App - yuka, Apps"
846,es,Jamón serrano,España e Hijos,"Productos a base de carne, Carne de cerdo y sus productos, Embutidos, Jamón, en:Prepared pork meats, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano","Sin gluten, Punto Verde",España,0,,,,100g,100g,222.0,kcal,11.0,g,4.6,g,0.0,g,0.0,g,30.0,g,4.5,g,1.8,g,222.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",unknown,e,26.0,f,18.0,-15.0,0.0,"App - yuka, Apps"
847,es,Hummus mango,Taste Shukran,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Untables, Untables vegetales, Untables salados, Salsas, Salsas para mojar, Hummus","Sin conservantes artificiales, 100% natural, Sin aditivos, Sin colorantes artificiales, Sin lactosa, Nutriscore, Nutriscore A",España,0,Garbanzo (España),es:garbanzo-espana,"garbanzos(46.8%), pulpa de mango(28.7%), tahini, agua, aceite de girasol, zumo de limón y sal",100g,100g,219.0,kcal,12.3,g,1.22,g,12.1,g,3.8,g,11.2,g,0.5,g,0.2,g,911.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,a,-5.0,a,-5.0,-10.0,0.0,"App - yuka, Apps"
848,es,Yogur,consum,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures endulzados","Sin gluten, Fuente de proteínas, Fuente de calcio, Sin azúcares añadidos, Añadidos",España,0,España,en:spain,,100g,100g,39.0,kcal,0.3,g,0.2,g,5.1,g,5.1,g,3.9,g,0.2,g,0.08,g,164.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",unknown,a,0.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, App - El CoCo, App - Open Food Facts"
849,es,Onubafruit,Onubafruit,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Frutas frescas, Frambuesas, Frambuesas frescas",Categoría I,"Francia, España",0,España,en:spain,Frambuesas,100g,100g,,,,,,,,,,,,,,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,-6.0,not-applicable,3.0,-15.0,0.0,"App - yuka, Apps"
850,es,Palomitas de maiz,damel,"Botanas, Palomitas de maíz","Sin gluten, Hecho en España",España,0,,,,100g,100g,345.0,kcal,0.5,g,0.0,g,74.0,g,0.0,g,11.0,g,0.0,g,0.0,g,345.0,kcal,,,unknown,a,0.0,b,-5.0,-15.0,0.0,"App - yuka, Apps, app-elcoco"
851,es,Almendras crudas sin piel,Borges,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Frutos de cáscara sin cáscara, Almendras, Almendras sin cáscara","Sin gluten, Sin conservantes, Punto Verde, Sin colorantes",España,0,España,en:spain,"Almendra sin piel, Puede contener trazas de cacahuetes y otros frutos de cáscara,",100g,100g,623.0,kcal,55.0,g,5.1,g,4.0,g,3.1,g,22.0,g,0.0,g,0.0,g,623.0,kcal,en:nuts,"en:salty-snacks,en:nuts",en:1-unprocessed-or-minimally-processed-foods,a,-6.0,c,18.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts, App - InFood, App - smoothie-openfoodfacts"
852,es,"Suprema go, vainilla caramelizada",Central Lechera Asturiana,"Bebidas, Lácteos, Bebida lácteas, Leches aromatizadas",Sin lactosa,España,0,España,en:spain,"Leche desnatada ultrafiltrada sin lactosa, fibra. extracto de vainilla, aromas naturales. colorante natural (extracto de zanahoria) y vitamina D",100g,100g,45.0,kcal,0.1,g,0.1,g,5.0,g,5.0,g,5.0,g,0.2,g,0.08,g,45.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:4-ultra-processed-food-and-drink-products,b,-1.0,unknown,3.0,-15.0,0.0,"App - yuka, Apps"
853,es,Chocolate negro 90%,Pancracio,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros","FSC, FSC Mixto, Hecho en España, Cocoa commitment","Andorra, España",0,España,en:spain,"Pasta de cacao, azúcar, manteca de cacao, emulgente: lecitina de soja, aroma natural de vainilla",100g,100g,627.0,kcal,51.0,g,32.0,g,30.0,g,5.3,g,11.6,g,0.03,g,0.012,g,2602.0,kJ,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",en:4-ultra-processed-food-and-drink-products,d,18.0,d,18.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts"
854,es,"Leche FRESCA pastoreo 0,0%",Milbona,"Lácteos, Leches, Leches pasteurizadas",Punto Verde,España,0,España,en:spain,Leche desnatada de vaca,100g,100g,32.0,kcal,0.0,g,0.0,g,4.8,g,4.8,g,3.3,g,0.13,g,0.052,g,32.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,-2.0,b,18.0,-10.0,0.0,"App - yuka, Apps, App - El CoCo, App - Open Food Facts"
855,es,Leche entera BIO ORGANIC,Milbona,"Lácteos, Leches, Leches homogeneizadas, Leche UHT, Leche entera, Leche de vaca",Ecológico,España,0,España,en:spain,Leche entera de vaca ecológica. Origen de la leche: España.,100g,100g,63.0,kcal,3.6,g,2.3,g,4.6,g,4.6,g,3.1,g,0.13,g,0.052,g,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,b,18.0,-4.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
856,es,Queso de oveja semicurado,Dia,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja",,España,0,España,en:spain,"Leche pasteurizada de oveja, sal, estabilizante (cloruro cálcico), cuajo y fementos lácticos. Corteza comestible (recubrimiento de disolución acuosa de polisacáridos comestibles [agua, corrector de acidez (diacetato de sodio), polisacárido, estabilizante (goma xantana). Origen de la leche: España.",100g,100g,416.0,kcal,35.0,g,21.0,g,1.0,g,0.0,g,25.0,g,2.0,g,0.8,g,416.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,17.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
857,es,Aceituna verde partida,Familia Iruela,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas partidas",,España,0,en:Aceitunas de españa,en:aceitunas-de-espana,,100g,100g,109.24,kcal,10.98,g,1.64,g,1.27,g,,,1.33,g,4.5,g,1.8,g,457.06,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,unknown,,a,-5.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts"
858,es,AVECREM,Gallina Blanca,,Sin gluten,España,0,España,en:spain,"INFORMACIÓN NUTRICIONAL por 100 g de producto por 100 ml** %*** 761 kJ/182 kcal 9,4 g Valor medio 15 kJ/4 kcal &lt;1% 0,2 g 0,1 g Energía Grasas de las cuales: saturadas 5,8 g &lt;1% &lt;1% &lt;1% 0% Hidratos de carbono de los cuales: azúcares 0,8 g Fibra alimentaria Proteína Sal ***% de la ingesta de referencia de un adulto medio (8400kJ/2000kcal). *100ml de caldo preparado, disolviendo 1 pastilla en 2 l de agua hirvie 0,3 g 0g 0 g 0,2 g 1,1 g 14g 0,5 g 10 g 54,3 g &lt;1% 17%",100g,100g,182.0,kcal,9.4,g,5.8,g,14.0,g,0.8,g,10.0,g,12.0,g,4.8,g,761.0,kJ,,,unknown,unknown,,unknown,3.0,-10.0,0.0,"App - yuka, Apps"
859,es,Quedo fundido Sándwich,hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Sin gluten",Sin gluten,España,0,España,en:spain,,100g,100g,,,20.0,g,,,9.9,g,1.6,g,17.0,g,2.7,g,1.08,g,,,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,unknown,,b,18.0,-10.0,0.0,"App - Open Food Facts, Apps"
860,es,Avena integral,Alteza,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Copos, Copos de cereales, en:Rolled flakes, Copos de avena",Ecológico,"España, Cantabria, Santoña",0,"España, Castilla-La Mancha","en:spain,en:castilla-la-mancha",Copos de avena,100g,100g,350.0,kcal,5.3,g,1.0,g,57.0,g,1.2,g,12.0,g,0.1,g,0.04,g,1473.0,kJ,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",en:1-unprocessed-or-minimally-processed-foods,a,-5.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts"
861,es,Yogur griego fresa,Carrefour,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas","Sin gluten, Ecológico, Nutriscore, Nutriscore C",España,0,España,en:spain,"Leche entera pasteurizada, nata, azúcar, fresa (5%), leche en polvo desnatada, almidón modificado, aroma, zumo concentrado de remolacha roja, espesante (goma garrofín), corrector de acidez (citrato de sodio), fermentos lácticos. Origen de la leche: España",100g,100g,124.0,kcal,7.3,g,4.8,g,12.0,g,11.0,g,2.4,g,0.13,g,0.052,g,517.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,8.0,a,18.0,-15.0,0.0,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - El CoCo, App - smoothie-openfoodfacts"
862,es,Atun claro aceite oliva,Gourmet,"Productos del mar, en:Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Atunes, Atun en conserva, Atún en aceite, Atún en aceite de oliva, Atún claro en aceite de oliva",Hecho en España,España,0,,,,100g,100g,315.0,kcal,26.0,g,4.6,g,0.3,g,0.0,g,20.0,g,0.7,g,0.28,g,315.0,kcal,en:fatty-fish,"en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish",unknown,c,3.0,e,-5.0,-15.0,0.0,"App - yuka, Apps"
863,es,Aceite de Oliva para cocinar,Nutrioli,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva","Kosher, Hecho en España, Unión Ortodoxa Kosher",España,0,España,en:spain,"Aceite de oliva a base de una variedad de aceitunas arbequinas, piculas y hojiblancas.",100g,100g,820.0,kcal,91.0,g,13.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3370.0,kJ,en:fats,"en:fats-and-sauces,en:fats",unknown,b,0.0,b,18.0,-2.0,0.0,"App - El CoCo, Apps, App - Yuka, App - smoothie-openfoodfacts"
864,es,Leche entera,Hacendado,"Lácteos, Leches, Leche entera, Leche de vaca",,España,0,España,en:spain,Leche entera de vaca.,100g,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,0.13,g,0.052,g,264.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,c,18.0,-15.0,0.0,"App - yuka, Apps"
865,es,Leche semidesnatada,Hacendado,"Lácteos, Leches, Leche semidesnatada, Leche de vaca",,España,0,España,en:spain,Leche semidesnatada de vaca.,100g,100g,46.0,kcal,1.6000000238419,g,1.1000000238419,g,4.8000001907349,g,4.8000001907349,g,3.0999999046326,g,0.13,g,0.052,g,194.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,0.0,b,18.0,-15.0,0.0,"App - yuka, Apps"
866,es,Hamburguesas vacuno y cerdo,Dia,"Sándwiches, Hamburguesas","Sin gluten, Hamburguesa de vacuno y cerdo",España,0,España,en:spain,"Carne de vacuno (44%), carne de cerdo (44%), agua, arroz (4%), sal, fibras vegetales, antioxidantes: citratos de sodio y ascorbato sódico, conservador: sulfito de sodio, colorante: carmín, pimienta,",100g,100g,211.0,kcal,16.0,g,6.1,g,2.7,g,0.5,g,15.0,g,1.45,g,0.58,g,905.0,kJ,en:sandwiches,"en:composite-foods,en:sandwiches",en:4-ultra-processed-food-and-drink-products,d,15.0,unknown,3.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts, App - InFood"
867,ca,Leche fresca semidesnatada,Dia Láctea,"Productes làctics, Llet, Llet homogeneïtzada, Llet semidesnatada, Llet UHT",Certificat per AENOR,"Andorra, Espanya",0,Espanya,en:spain,Leche semidesnatada.,100g,100g,44.0,kcal,1.5,g,1.0,g,4.6,g,4.6,g,3.0,g,0.13,g,0.052,g,44.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,0.0,b,18.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts, App - caloriecounterapp"
868,es,Nachos sabor queso,"Carrefour, Carrefour sensation","Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Patatas fritas de maíz","Sin gluten, Ecológico, Nueva receta, Sin aceite de palma, Nutriscore, Nutriscore D, pt:ecoponto-amarelo",España,0,España,en:spain,"Harina de maiz (71%), aceite vegetal (girasol), sazonador con sabor de queso (lactosa, sal, queso en polvo (0,3%), maltodextrina, sacarosa, colorante (extracto de pimenton), corrector de acidez (ácido cítrico), antioxidantes (esteres de acidos grasos de acido ascorbico, alfa tocoferol, extracto de romero), emulgente (ésteres de los mono y diglicéridos de ácidos grasos), aromas)",100g,100g,502.0,kcal,25.0,g,5.6,g,62.0,g,2.8,g,5.2,g,0.7,g,0.28,g,2102.0,kJ,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,d,12.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - smoothie-openfoodfacts"
869,es,Aceite Dop Sierra de Segura,Eroski,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España, Aceite de Sierra de Segura","Ecológico, Ecológico UE, ES-ECO-001-AN, DOP, Recicla-azul",España,0,España,en:spain,Aceite de oliva virgen extra ecológico,serving,100g,819.0,kcal,91.0,g,12.0,g,0.0,g,,,0.0,g,,,,,819.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,unknown,,b,15.0,-12.0,15.0,"App - yuka, Apps, App - smoothie-openfoodfacts, App - macrofactor"
870,es,Tortas de arandanos sin azucares añadidos con edulcorante,Laly,"Botanas, Snacks dulces, Dulces",Sin azúcares añadidos,España,0,España,en:spain,"Harina d trigo, Arandanos 30%, Huevo, Aceite vegetal Edulcorantes 12%(maltitol), gasificante (bicarbonato sódico), Aroma de anís.",100g,100g,393.0,kcal,16.2,g,3.0,g,56.1,g,17.3,g,5.69,g,0.1,g,0.04,g,393.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,11.0,unknown,3.0,-10.0,0.0,"App - yuka, Apps, App - Open Food Facts"
871,es,Deleite A2A2,Deleite,"Lácteos, Leches, Leche entera","FSC, FSC Mixto, Leite de vacas A2",España,0,"España, Galicia","en:spain,en:galicia",Leche entera de vaca,100g,100g,64.0,kcal,3.6,g,2.4,g,4.75,g,4.75,g,3.1,g,0.15,g,0.06,g,267.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,b,18.0,-1.0,0.0,"App - yuka, Apps"
872,es,Nestlé Nesquik,Nescafé,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cacao y sus productos, Bebidas para tomar calientes, Cafés, en:Capsules, Cápsulas de cacao, Capsulas de cafe, Cápsulas de café compatibles con Dolce Gusto",,España,0,"Japón, España","en:japan,en:spain","A Leche en polvo (51,7%), azúcar, cacao desgrasado (14,6%), aromas naturales, emulgente (lecitina de girasol), canela, sal. Puede contener soja. D Preparado em pó para bebida de leite e cacau. Ingredientes: Leite em pó (51,7%), açúcar, cacau magro em pó (14,6%), aromas naturais, emulsionante (lecitina de girassol), canela, sal. Pode conter soja. A Volle melkpoeder (51,7%), suiker, magere cacao (14,6%), natuurlijke aroma's, emulgator",100g,100g,,,2.5,g,,,8.6,g,8.2,g,2.7,g,0.12,g,0.048,g,,,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,unknown,,f,11.0,-1.0,0.0,"App - Open Food Facts, Apps"
873,es,Albóndigas originales,Heura,"Productos a base de carne, Preparados de carne, Preparados de carne picada, Albóndigas vegetarianas","Vegetariano, Vegano, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, FSC, FSC Mixto, Punto Verde, Nutriscore, Nutriscore A",España,0,España,en:spain,"Agua, proteína de guisante 22,2 %, aceite de oliva virgen extra 4,5 %, concentrado vegetal (remolacha, zanahoria, manzana), fibra vegetal, extracto de levadura, aromas, estabilizante (metilcelulosa), sal, perejil, antioxidante (ácido ascórbico), vinagre de alcohol, hierro y vitamina B12. Puede contener trazas de soja.",100g,100g,189.0,kcal,10.0,g,3.0,g,3.9,g,0.6,g,19.0,g,1.1,g,0.44,g,790.0,kJ,,,en:4-ultra-processed-food-and-drink-products,b,1.0,unknown,3.0,-15.0,0.0,"App - El CoCo, Apps, App - smoothie-openfoodfacts"
874,es,Tortillas chips,,,,España,0,España,en:spain,,100g,100g,473.0,kcal,20.4,g,8.5,g,62.7,g,2.2,g,6.6,g,1.4,g,0.56,g,473.0,kcal,,,unknown,unknown,,unknown,3.0,-15.0,0.0,"App - yuka, Apps"
875,en,Natur Fun 50% Avena,Family Biscuits,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits",,Spain,0,Spain,en:spain,,100g,100g,464.0,kcal,18.0,g,2.0,g,63.0,g,19.0,g,8.7,g,0.8,g,0.32,g,1947.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,c,10.0,a,18.0,-10.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
876,es,bio hamburguesa,Eroski,"Productos a base de carne, Carne de vacuno y sus productos, Preparados de carne, en:Beef preparations, en:Meat patties, en:Beef patties","Sin gluten, Ecológico, Ecológico UE, ES-ECO-019-CT, Sin lactosa, Origen España, Welfair",España,0,,,"Carne de vacuno ecológica (96,15%), agua (2,88%), sal (0,86%) y pimienta negra ecológica. Origen España.",100g,100g,218.0,kcal,15.0,g,7.4,g,0.8,g,0.8,g,20.0,g,0.9,g,0.36,g,909.0,kJ,,,en:3-processed-foods,d,13.0,e,0.0,-15.0,15.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
877,es,Paté Ibérico al Pedro Ximenez,Indalitos,"Productos a base de carne, Carnes, Embutidos, Carne de cerdo y sus productos, fr:Charcuteries diverses, Paté, Carne de cerdo, Patés de cerdo",,España,0,España,en:spain,"Hígado de cerdo, carne y grasa de cerdo, caldo de cocción, leche, hígado de cerdo ibérico 5%, cebolla, aceite de oliva virgen, vino Pedro Ximénez (2,4%), pasas (1,9%), almidón de maíz, sal, proteína de soja, especias, dextrosa, estabilizante fosfatos, aromas, antioxidante: ascorbato sódico y ácido cítrico, conservador: nitrito sódico, colorante: carmín cochinilla.",100g,100g,322.0,kcal,28.8,g,11.3,g,5.0,g,1.9,g,10.5,g,2.1,g,0.84,g,322.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,24.0,unknown,3.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
878,es,Yogur estilo griego Stracciatella,"Eliges, Ifa","Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures con trozos de chocolate, Yogures estilo griego",Punto Verde,España,0,España,en:spain,"_Leche_ entera pasteurizada, _nata_ pasteurizada, azúcar (12,3%), agua, trocitos de chocolate (2,3%) (pasta de cacao, manteca de cacao, azúcar), proteínas de la _leche_, jarabe de glucosa (0,3%), aromas, almidón modificado, espesantes: E415, E440; fermentos _lácticos._",serving,100g,195.0,kcal,11.0,g,7.3,g,20.0,g,20.0,g,3.5,g,0.13,g,0.052,g,815.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,c,9.0,b,18.0,-10.0,0.0,"App - yuka, Apps, App - El CoCo"
879,es,Zanahoria,Agrícola Villena,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Alimentos de origen vegetal frescos, Zanahorias, Verduras y hortalizas frescas, Zanahorias frescas",,España,0,España,en:spain,Zanahorias,100g,100g,39.4,kcal,0.0,g,0.04,g,2.6,g,6.9,g,1.25,g,0.1525,g,0.061,g,165.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-3.0,not-applicable,3.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
880,es,Patatas fritas huevo frito TORRES,Torres,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas",Hecho en España,España,0,,,,100g,100g,513.0,kcal,29.0,g,2.6,g,55.0,g,1.6,g,3.5,g,6.3,g,2.52,g,513.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,e,28.0,b,-5.0,-15.0,0.0,"App - Yuka, Apps, App - halal-food-pro"
881,es,Vino blanco verdejo,Condado de Teón,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos blancos, Vinos de España, Es:rueda",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,c,18.0,-15.0,0.0,"App - Yuka, Apps"
882,es,Aceitunas negras,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos",,España,0,Aguilar de la frontera Córdoba España,es:aguilar-de-la-frontera-cordoba-espana,"Agua, aceitunas, sal, estabilizador del color: gluconato ferroso. Producto esterilizado.",100g,100g,125.0,kcal,13.0,g,2.2,g,0.0,g,0.0,g,0.5,g,2.3,g,0.92,g,125.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:3-processed-foods,d,14.0,unknown,-5.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
883,pt,Yogur de oveja,,"Laticínios, Alimentos Fermentados, Produtos lácteos fermentados, Sobremesas, Sobremesas de laticínios, en:Fermented dairy desserts, Iogurtes, Iogurtes de leite de ovelha","Orgânico, Orgânico EU, ES-ECO-002-CM",Espanha,0,Espanha,en:spain,"Leite magro de ovelha pasteurizado, fermentos lácteos.",100g,100g,36.0,kcal,0.1,g,0.1,g,2.6,g,2.6,g,6.1,g,0.1,g,0.04,g,36.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,a,-2.0,a-plus,15.0,-15.0,15.0,"App - Yuka, Apps, App - smoothie-openfoodfacts, App - InFood"
884,es,Horchata sabor Coco loco,Chufi,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales","Sin gluten, Producto protegido de España, 100% vegetal, Punto Verde, Sin lactosa, DOP, DOP Chufa de Valencia",España,0,España,en:spain,"Agua, chufas (7%), azúcar, emulgente (E-472c), estabilizante (E-407), antioxidante (E-301) y aroma.",100g,100g,52.0,kcal,2.1,g,0.6,g,7.7,g,6.0,g,0.5,g,0.1,g,0.04,g,52.0,kcal,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,d,8.0,unknown,3.0,-15.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
885,es,Beguda de civada Barista,Bonpreu,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales",,España,0,España,en:spain,EN SOSTENI bonpreu 1 litre Beguda de civada BARISTA Sense gluten Naturalment sense lactosa Baix contingut en greixos saturats Sense sucres afegits conté sucres mont presents Suggeriment de presentació,100g,100g,65.0,kcal,3.2,g,0.3,g,8.0,g,4.5,g,1.0,g,0.14,g,0.056,g,271.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",unknown,d,9.0,unknown,3.0,-10.0,0.0,"App - smoothie-openfoodfacts, Apps"
886,fr,Sal fina con salero,auchan,"Condiments, Sels, Sels marins","es:100 % sal marina, es:sin antiaglomerantes","France, Espagne",1,Espagne,en:spain,Sal marina refinada.,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,not-applicable,,a-plus,18.0,-15.0,0.0,"App - yuka, Apps, App - Open Food Facts, Producers, Producer - auchan-apaw"
887,es,Jamón Curado 1954,El Pozo,"Productos a base de carne, Embutidos, Jamón",Sin lactosa,España,0,España,en:spain,"jamón de cerdo, sal, conservador E-252",100g,100g,232.0,kcal,12.5,g,4.6,g,0.0,g,0.0,g,30.0,g,5.0,g,2.0,g,972.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:3-processed-foods,e,26.0,unknown,3.0,-15.0,0.0,"App - smoothie-openfoodfacts, Apps, App - intolerapp"
