,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
35,es,Jamón de Trevélez,Antonio Álvarez,"Productos a base de carne, Carnes, Embutidos, Jamón, Jamón de país, Jamones secos, Productos cárnicos españoles, Jamón Serrano, Jamón de Trevélez, en:Carnes  Embutidos  Jamón","Sin gluten, Punto Verde, IGP","Francia, España",0,España,en:spain,Jamón de Cerdo y Sal Marina,100g,100g,268.0,kcal,15.0,g,5.5,g,0.0,g,0.0,g,33.0,g,0.0,mg,0.0,mg,1120.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:3-processed-foods,c,6.0,e,18.0,-10.0,0.0,"App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - caloriecounterapp"
36,en,Leche entera de vaca,Central Lechera Asturiana,"Dairies, Milks, Homogenized milks, UHT Milks, Whole milks",es:PLS,Spain,0,"Spain, es:Asturias","en:spain,es:asturias",Leche entera,100g,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,,,,,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",unknown,unknown,,b,18.0,-10.0,0.0,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - macrofactor, App - caloriecounterapp"
37,es,Espetec,Casa Tarradellas,"Productos a base de carne, Embutidos, Salchichas, Salchicha francesa, Embutidos de España, Fuet","Sin gluten, Punto Verde, Sin colorantes",España,0,,,"Paleta, panceta, jamón y magro de cerdo, sal, _lactosa_ (de _leche_), especias, antioxidante (ascorbato sódico), conservador (nitrato potásico).",100g,100g,421.0,kcal,34.0,g,13.3,g,1.4,g,1.4,g,27.5,g,3.8,g,1.52,g,1749.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,33.0,unknown,-5.0,-15.0,0.0,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts"
38,es,Tomate frito sin azúcares añadidos,Hacendado,"Condimentos, Salsas, en:Meal sauces, Salsas de tomate, Salsas de tomate frito, en:groceries","Sin gluten, Punto Verde, Sin azúcares añadidos",España,0,España,en:spain,"Tomate, aceite de girasol, almidón modificado de maíz, sal, cebolla, ajo.",100g,100g,65.0,kcal,3.5,g,0.3,g,6.5,g,4.7,g,1.5,g,1.18,g,0.472,g,65.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,4.0,a-plus,18.0,-2.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo, App - macrofactor"
39,es,Leche entera,Hacendado,"Lácteos, Leches, Leche entera, Leche de vaca","FSC, FSC Mixto, Punto Verde, Recicla-amarillo",España,0,España,en:spain,Leche entera de vaca,100g,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,0.1275,g,0.051,g,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,b,18.0,-1.0,0.0,"App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood, App - macrofactor"
40,es,Queso en lonchas de vaca,Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca","Sin gluten, Punto Verde, Sin colorantes, Sin huevo",España,0,España,en:spain,"Leche pasteurizada de vaca, sal, cuajo no animal, estabilizante (cloruro cálcico) y fermentos lácticos.",100g,100g,364.0,kcal,31.0,g,22.0,g,0.5,g,0.5,g,21.0,g,1.2,g,0.48,g,1509.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,12.0,b,18.0,-10.0,0.0,"App - smoothie-openfoodfacts, Apps"
41,es,Lentejas a la Jardinera,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Comidas preparadas, Semillas, Granos de leguminosas, Legumbres secas, Sopas, Lentejas, Comidas preparadas en conserva, Comidas preparadas de origen vegetal",Sin gluten,España,0,España,en:spain,"Lentejas, agua de cocción, zanahoria, patata, pimiento verde, cebolla, tomate, aceite de girasol, sal común, glutamato monosódico y E-385",serving,100g,65.0,kcal,1.3,g,0.4,g,7.9,g,0.5,g,4.2,g,0.0,mg,0.0,mg,65.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:4-ultra-processed-food-and-drink-products,b,1.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts, App - macrofactor, App - caloriecounterapp"
42,es,Garbanzos cocidos categoría extra,Campo Largo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Semillas, Alimentos de origen vegetal en conserva, Granos de leguminosas, Legumbres secas, Garbanzos, Leguminosas en conserva, Garbanzos cocidos en conserva","FSC, FSC Mixto, Nutriscore, Nutriscore A",España,0,España,en:spain,"Garbanzos, agua, sal, secuestrante: EDTA de calcio y disodio, antioxidante: metabisulfito sódico.",100g,100g,99.0,kcal,1.7,g,0.2,g,13.2,g,0.4,g,5.6,g,0.53,g,0.212,g,417.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:4-ultra-processed-food-and-drink-products,a,-6.0,a,18.0,-12.0,0.0,"App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - InFood, App - macrofactor, App - smoothie-openfoodfacts"
43,es,Puleva omega 3,Puleva,"Lácteos, Leches",Punto Verde,"Marruecos, España",0,España,en:spain,"_Leche_ desnatada 80 %, permeado de leche, aceites vegetales (aceite de girasol, aceite de oliva), emulgentes (lecitinas (_soja_), esteres cítricos de monoglicéridos y diglicéridos), aceite de _pescado_ azul, estabilizante (trifosfato pentasódico) y vitaminas (A, B6, ácido fólico, C, D, E y B12).",100g,100g,52.0,kcal,2.3,g,0.5,g,5.0,g,5.0,g,2.9,g,0.015,g,0.006,g,219.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,1.0,b,18.0,-4.0,0.0,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - caloriecounterapp"
44,es,Mermelada de melocotón de temporada de Murcia,Hero,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Desayunos, Untables, Frutas y sus productos, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Mermeladas y confituras de melocotón","Sin gluten, Sin conservantes, Punto Verde, Sin colorantes","Francia, Marruecos, España",0,España,en:spain,"Melocotón, azúcar, gelificante (pectina de frutas), zumo de limón a partir de concentrado.",100g,serving,205.0,kcal,0.1,g,0.0,g,50.0,g,47.0,g,0.3,g,0.0,g,0.0,g,868.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,13.0,a-plus,18.0,-15.0,0.0,"App - yuka, Apps"
45,es,Perlas de Mozzarella,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos italianos, en:Stretched-curd cheeses, Mozzarella, en:Cow mozzarella",Sin gluten,"Alemania, España",0,España,en:spain,"Leche pasteurizada de vaca, coagulante microbian corrector de acidez (ácido citrico) y sal.",serving,100g,58.2,kcal,4.2,g,3.0,g,0.6,g,0.15,g,4.5,g,0.18,g,0.072,g,58.2,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,7.0,b,18.0,-15.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Speisekammer, App - macrofactor, App - smoothie-openfoodfacts"
46,es,Jamón cocido,Hacendado,"Productos a base de carne, Embutidos, Jamón, Jamón cocido, Productos cárnicos españoles","Sin gluten, Punto Verde, Sin lactosa",España,0,España,en:spain,"Jamón (85%), agua, sal jarabe de glucosa, estabilizantes (E-451, E-407), antioxidante (ascorbato sódicol. especias, aromas, conservadores (acetato potásico, nitrito sódico). Abrir 5 minutos antes de servir.",100g,100g,101.338432122371,kcal,2.5,g,0.5,g,0.9,g,0.9,g,18.6,g,0.0,mg,0.0,mg,424.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,a,-1.0,d,18.0,-15.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts, App - caloriecounterapp"
47,fr,Agua mineral grande Aquarel,Nestlé,"Boissons et préparations de boissons, Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles","FSC, FSC Mix, Point Vert, Nutriscore, Nutriscore A","Andorre, Belgique, France, Hongrie, Luxembourg, Espagne",0,Espagne,en:spain,"Agua,",100g,100g,,,,,,,,,,,,,1.175,mg,0.47,mg,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,3.0,-15.0,0.0,"App - yuka, Apps, App - Open Food Facts, App - InFood, App - smoothie-openfoodfacts"
48,fr,Agua 330 Ml,Mondariz,"Boissons et préparations de boissons, Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux minérales naturelles",Fabriqué en Espagne,"France, Maroc, Espagne",0,,,FALLMINÉRALE NATURELLE FAIBLE MINERALISATION.,serving,100g,,,,,,,,,,,,,119.0,mg,47.6,mg,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,-5.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo"
49,en,Yellow mustard suave,Heinz,"Condiments, Sauces, Mustards, Mustard sauces",Green Dot,"Italy, Spain",0,Spain,en:spain,"Agua, semillas de _mostaza_ 17%, vinagre de alcohol, vinagre de malta (_cebada_), azúcar, sal, miel, especias, aroma natural, estabilizante (goma xantana), extracto de pimentón.",100g,100g,120.0,kcal,5.2,g,0.3,g,9.4,g,5.3,g,5.6,g,2.5,g,1.0,g,504.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,d,14.0,a-plus,18.0,-8.0,0.0,"App - yuka, Apps, app-elcoco, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts"
50,es,Tomate triturado,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comida y bebida vegetal, Condimentos, Verduras y hortalizas y sus productos, Salsas, Tomates y sus productos, Salsas de tomate, Tomate natural triturado",Punto Verde,España,0,España,en:spain,"Tomate, sal, azúcar, acidulante (ácido cítrico)",serving,100g,23.0,kcal,0.0,g,0.0,g,3.8,g,3.0,g,1.1,g,0.0,mg,0.0,mg,23.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,a,-5.0,a-plus,18.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts, App - macrofactor, App - caloriecounterapp"
51,es,Leche Entera,Hacendado,"Lácteos, Leches, Leche entera, Leche de vaca",,España,0,España,en:spain,Leche entera de vaca,serving,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,0.13,g,0.052,g,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,c,18.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo, App - macrofactor"
52,es,Mix choco con cereales integrales,Esgir,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Cereales de chocolate, Granos inflados, Cereales inflados","Vegetariano, Vegano, Punto Verde, Sin azúcares añadidos, Nutriscore, Nutriscore A",España,0,España,en:spain,"Cereal con cacao 50% (Harina de maíz, edulcorantes (isomalt y sucralosa), cacao 7,9%, harina de arroz, aceite de girasol, lecitina de soja y aromas), Corn Flakes 17% (Maíz, sal, emulgente: lecitina de girasol), trigo inflado integral 17%, avena inflada integral 14%, quinoa inflada integral 1%, arroz inflado 1%. Un consumo excesivo puede producir efectos laxantes.",100g,100g,380.0,kcal,3.5,g,0.6,g,76.0,g,1.2,g,8.8,g,0.21,g,0.084,g,1591.0,kJ,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",en:4-ultra-processed-food-and-drink-products,a,0.0,c,18.0,-15.0,0.0,"App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts"
53,fr,,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Surgelés, Céréales et dérivés, Farines, Farines de céréales, Farines de blé, Farines de froment, en:White wheat flours, Farines de blé type T55","Bio, Nutriscore, Nutriscore A","France, Espagne",0,Espagne,en:spain,,100g,100g,349.0,kcal,1.1,g,0.3,g,73.0,g,0.9,g,9.3,g,0.02,g,0.008,g,1429.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,b,1.0,a-plus,18.0,-1.0,0.0,"App - yuka, Apps, Producers, Producer - carrefour-espana, App - smoothie-openfoodfacts, App - macrofactor"
54,en,Agua mineral grande,Lanjarón,"Beverages and beverages preparations, Beverages, Waters, Spring waters, Mineral waters, Natural mineral waters","No GMOs, Green Dot, Non GMO project, es:Recicla-amarillo","Spain, World, Alemania",0,"Spain, Grenada, es:Agua de Sierra Nevada, es:Lanjarón","en:spain,en:grenada,es:agua-de-sierra-nevada,es:lanjaron","Agua,",100g,100g,,,,,,,,,,,,,1.475,mg,0.59,mg,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,-1.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts, App - InFood, Labels, label-non-gmo-project"
55,es,4 quesos,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Productos pasteurizados, Quesos pasteurizados, Queso rallado","Sin gluten, Contiene leche, Punto Verde, Hecho en España",España,0,España,en:spain,"©ME ADE 4 QUESOS RALLADOS (EMMEN L CHEDDAR, GOUDA, QUESO CURADO) Ihgredientes: 6 Queso Emmental (LECHE pasteurizada de vaca, sal Termentos lácticos, coaqulante microbiano), 309% 0 Queso Cheddar (LECHE pRsteurizada de vaca, sa, fermentos lacticos, coagulante micobiano, Colorante (E-160a)). 209% Queso Gouda (LECHE pasteurizada de vaca, sal, ermentos lácticos, coagulante micobiano), 596 Queso (LECHE GEUrzada de vaca, CABRA y OVEJA, CDaqulante microbiano. sal Gservador (E-202). Antiaglomerante (almidón). Sin gluten. Urnigen de a leche: (UE), Conservar en frio entre 0 Cv89C Una vez abierto, consenar eproducto en refrigeradón y consumir antes de 3 dias. HACENDADO MSTURA DE 4 OUEJOS RALADOS emeg aAMENTAL CHEDDAR, GOUDA, QUEUO CURADOI pasteurir , al ertentos lacticos, coagulante ano), 309% Quele Chedcar oagulante o Goada (LEITE de vaca pasteurk Queijo Emmental (LEITE de vaca pasgie O coagulante microbi ervaO micoblan cobiano), 5% Cueljo Curado (LBTE zada, coagulante micobino S ante (anido sento de oli CHge e",100g,100g,354.0,kcal,28.0,g,19.0,g,2.5,g,,,23.0,g,1.8675,g,0.747,g,354.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,unknown,,c,18.0,-15.0,0.0,"App - yuka, Apps, App - El CoCo, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts, App - macrofactor"
56,es,Yogur natural,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales","Nutriscore, Nutriscore A, Recicla-amarillo, Recicla-azul","Francia, España",0,Origen de la leche España,es:origen-de-la-leche-espana,"Leche fresca pasteurizada (99,1%), leche en polvo desnatada y fermentos lácticos.",100g,100g,58.0,kcal,3.3,g,1.7,g,4.3,g,4.3,g,3.3,g,0.11,g,0.044,g,236.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,1.0,b,-5.0,-11.0,0.0,"App - yuka, Apps, App - Open Food Facts"
57,en,Leche entera,Hacendado,"Dairies, Milks, Whole milks, Cow milks",,"Spain, Switzerland",0,Spain,en:spain,"Leche entera de vaca,",100g,100g,63.0,kcal,3.5999999046326,g,2.4000000953674,g,4.5999999046326,g,4.5999999046326,g,3.0999999046326,g,0.13,g,0.052,g,264.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,3.0,c,18.0,-15.0,0.0,"App - yuka, Apps, App - InFood"
58,es,Vivesoy avena original,Vivesoy,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",100 % Cultivo Local,España,0,España,en:spain,"Agua,
Avena
(14%), Fosfato tricálcico, Estabilizante (goma gellan), Sal, Aroma y vitamina D y B12.",100g,100g,49.0,kcal,0.7,g,0.1,g,9.0,g,5.0,g,1.2,g,0.07,g,0.028,g,207.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,6.0,a,18.0,-14.0,0.0,"Producers, Producer - pascual-leche-pascual-bezoya-vivesoy-mimik-bifrutas-dinamic-protein, Producer - calidad-pascual"
59,es,Agua Mineral Natural,Viladrau,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",Punto Verde,"Andorra, Francia, España",0,España,en:spain,,serving,100g,,,,,,,,,,,,,0.0,g,0.0,g,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,0.0,not-applicable,3.0,-8.0,0.0,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts"
60,es,Pan de molde multicereal,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde","Fuente de fibra alimentaria, Rico en fibra, Sin lactosa, Con aceite de girasol",España,0,España,en:spain,"Harina de _trig_o, agua, semillas de (lino, girasol y _sésamo_) (4,5 %), salvado de _trigo_, levadura, _gluten de trigo_, aceite de girasol (1,5%), sal, azúcar, harina de centeno (1,3 %), copos de _avena_ (0,9 %), copos de _centeno (0, 9%), harina de _avena_ (0,8 %), fibra de _trigo_, harina de arroz (0,2 %), vinagre, harina de habas, emulgente (E472e, E471), corrector de acidez (E341iii}, antioxidante (E300),  conservantes(E282, E202 y E200),",100g,100g,260.0,kcal,5.8,g,1.0,g,40.0,g,3.5,g,11.0,g,1.3,g,0.52,g,260.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,c,3.0,a-plus,18.0,-10.0,0.0,"App - yuka, Apps, App - InFood"
61,es,Vivesoy soja original,"Pascual, Vivesoy","Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja","Sin gluten, Vegetariano, Vegano, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, FSC, FSC Mixto",España,0,España,en:spain,"Agua, Semillas de
Soja
(14%), Fructosa, Fosfato tricálcico, Aminoácidos (0,1%) (lisina, valina, leucina, cistina, metionina), Estabilizantes (celulosa y carboximetilcelulosa), Aroma, Sal, Antioxidante (extracto rico en tocoferoles), Vitaminas D y B12.",100g,100g,41.0,kcal,1.9,g,0.3,g,1.9,g,1.8,g,3.5,g,0.12,g,0.048,g,169.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,b,-3.0,a-plus,18.0,-10.0,0.0,"App - smoothie-openfoodfacts, Apps, Producers, Producer - calidad-pascual"
62,es,Disfruta néctar 10 frutas,Juver,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Néctares de frutas, Néctares multifruta",Sin azúcares añadidos,"Francia, Marruecos, España",0,España,en:spain,"Zumo de frutas parcialmente a partir de concentrado (50% ) ( manzana, melocotón, uva, piña, pera, platano, mango, naranja, guayaba y maracuyá, en proporción variable), agua, acidulante (ácido cítrico), (sucralosa, acesulfamo K y neohesoiridina DC) y 10 vitaminas,",100g,100g,25.0,kcal,0.1,g,0.0,g,5.6,g,4.8,g,0.2,g,0.01,g,0.004,g,25.0,kcal,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",en:4-ultra-processed-food-and-drink-products,d,7.0,c,18.0,-4.0,0.0,"App - yuka, Apps, App - InFood"
63,es,Lenteja pardina cocida,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Comidas preparadas, Semillas, Alimentos de origen vegetal en conserva, Granos de leguminosas, Legumbres secas, Lentejas, Preparados vegetales, Leguminosas en conserva, en:Cooked vegetables, Lentejas cocidas en conserva, Lentejas cocidas","Ecológico, Punto Verde, KRAV",España,0,España,en:spain,"Lenteja, agua, sal y antioxidantes (E-385 ácido ascórbico). Puede contener gluten",100g,100g,89.0,kcal,0.4,g,0.1,g,10.7,g,0.5,g,8.2,g,1.0,g,0.4,g,374.0,kJ,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:3-processed-foods,b,2.0,a-plus,18.0,-2.0,0.0,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - InFood, App - smoothie-openfoodfacts"
