,product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
376,Miel de mil flores antigoteo de origen España,,El Corte Inglés,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores",100g,100g,467.0,,22.75,,,,,,25.1,,,,0.10000000074506,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
377,Vitalinea yogur sabor limón,4 x 120 g,Danone,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Flavoured fermented dairy desserts, Yogur de leche de vaca, Yogures de sabores, en:lácteos",100g,100g,38.0,kcal,0.1,g,0.0,g,5.2,g,5.2,g,4.2,g,0.15,g,0.06,g,38.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,a,Lácteos y Derivados
380,Huevos frescos,6x60g,BonÀrea,"Productos agrícolas, Huevos, Huevos frescos",100g,100g,150.0,kcal,11.1,g,3.1,g,0.5,g,0.5,g,12.5,g,0.36,g,0.144,g,623.0,kJ,en:eggs,"en:fish-meat-eggs,en:eggs",en:1-unprocessed-or-minimally-processed-foods,a,Lácteos y Derivados
381,Yogu+ Bebible Fresa,3 x 200 ml ℮,Feiraco,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, Bebida lácteas, en:Fermented dairy desserts, Bebidas fermentadas, Bebidas de leche fermentada, Yogures, Yogures para beber, Yogur bebible",100g,100g,82.0,kcal,1.4,g,1.0,g,13.7,g,13.2,g,2.9,g,0.14,g,0.056,g,346.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
382,Zumo Disfruta Juver,,Juver,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas",100g,100g,26.0,kcal,0.1,g,0.0,g,5.5,g,4.3,g,0.2,g,0.01,g,0.004,g,26.0,kcal,en:fruit-juices,"en:beverages,en:fruit-juices",unknown,b,"Frutas, Verduras y Legumbres"
383,Tila,24 g,Hacendado,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas para tomar calientes, Bebidas de origen vegetal, Preparaciones de bebidas, Plantas para infusiones, Plantas para infusiones en bolsitas, Tila",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,1.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,b,"Bebidas, Agua e Infusiones"
384,Arroz redondo,1 kg,Campo Largo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Semillas, Cereales y derivados, Cereales en grano, Arroces, Arroces de grano corto",100g,100g,348.0,kcal,0.8,g,0.2,g,77.0,g,0.6,g,7.2,g,0.0,g,0.0,g,1457.0,kJ,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,b,"Cereales, Panadería y Pasta"
385,Pan de molde 100% integral sin tapas,460 g,Alipende,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Panes de molde, Panes integrales, Panes de molde integrales",100g,100g,276.0,kcal,3.2,g,0.8,g,47.5,g,5.5,g,11.1,g,0.82,g,0.328,g,276.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
386,Relleno Fajitas,300 g,Hacendado,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Meats and their products, Salty snacks, Vegetables based foods, Appetizers, Frozen foods, Meals, Meats, Chicken and its products, Frozen plant-based foods, Poultries, Frozen vegetables, Chickens, Cooked poultries, Cooked chicken, Fajitas",100g,100g,68.0,kcal,0.7,g,0.2,g,7.3,g,5.4,g,7.2,g,1.02,g,0.408,g,68.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:4-ultra-processed-food-and-drink-products,c,"Snacks, Dulces y Postres"
387,Fibre One 90 Chocolate Fudge Brownies,120g,Fibre One,"Botanas, Snacks dulces, Galletas y pasteles, en:Biscuits and crackers, Galletas, Pasteles, Pasteles de chocolate, Brownies",100g,100g,345.0,kcal,13.7,g,8.1,g,40.7,g,20.3,g,4.8,g,1.0,g,0.4,g,345.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Snacks, Dulces y Postres"
388,Eritritol y stevia,500g,Canderel,Endulzantes,100g,100g,1.0,kcal,0.2,g,0.2,g,99.0,g,0.0,g,0.0,g,0.0,g,0.0,g,1.0,kcal,,,en:4-ultra-processed-food-and-drink-products,a,"Salsas, Condimentos y Aditivos"
389,Zumo 100% exprimido,,Don Simon,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos de piña, en:squeezed-juices, Zumos de piña exprimidos no refrigerados",100g,100g,46.0,kcal,0.0,g,0.0,g,11.0,g,11.0,g,0.4,g,0.2,,,,196.0,kJ,en:fruit-juices,"en:beverages,en:fruit-juices",unknown,a,"Frutas, Verduras y Legumbres"
390,Hélices vegetales,,Combino,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Pastas alimenticias, Pasta de huevo",100g,100g,358.0,kcal,1.5,g,0.3,g,72.0,g,3.0,g,12.0,g,0.2,,,,358.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
391,Agua.,8 Litros.,Font Natura.,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales, Agua Mineral Natural., Agua de mineralización débil",serving,100g,0.0,kcal,0.0,,0.0,g,0.0,g,0.0,g,0.0,g,0.0,mg,9.0,mg,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
392,Coliflor en grano con hierbas,450 g,Hacendado,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Hortalizas, Alimentos de origen vegetal congelados, Verduras y hortalizas congeladas, Verduras de hoja, Coliflores",100g,100g,75.0,kcal,6.22,g,0.69,g,1.75,g,1.24,g,1.73,g,0.33,g,0.132,g,310.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,b,"Frutas, Verduras y Legumbres"
393,Snack chocolate,172 g (2x86 g),Anitin,"Botanas, Snacks dulces, Rosquilletas",100g,100g,512.0,kcal,26.2,g,6.2,g,59.0,g,15.0,g,7.8,g,0.65,g,0.26,g,2144.0,kJ,,,en:4-ultra-processed-food-and-drink-products,d,"Snacks, Dulces y Postres"
394,Leche fibra baja en grasa,1 litro,Hacendado,"Lácteos, en:Milks (liquid and powder), Leches, Leche semidesnatada",100g,100g,51.0,kcal,1.3,g,0.9,g,4.8,g,4.8,g,3.0,g,0.13,g,0.052,g,214.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
395,Pechuga de Pavo Cocida Ahumada,100 gramos,La Tabla. Aldi,"Productos a base de carne, Carnes, Embutidos, Aves, Pavo y sus productos, Pavo, fr:Charcuteries cuites, en:Poultry hams, Fiambre de pechuga de pavo",serving,100g,107.0,kcal,1.1,g,,,1.0,g,0.9,,23.0,g,1.2775,g,0.511,g,107.0,kcal,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
396,Barrita con proteínas,"3 barritas, 180g","Enervit, Enervit Sport","Suplementos dietéticos, Suplementos de culturismo, Barritas de proteínas",100g,100g,376.0,kcal,16.5,g,9.5,g,37.0,g,0.3,g,33.0,g,0.26,g,0.104,g,376.0,kcal,,,en:4-ultra-processed-food-and-drink-products,a,"Bebidas, Agua e Infusiones"
397,Mios! Chips Boletus sabor a cebolla caramelizada,150g,"Míos!, Risi","Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos",100g,100g,499.0,kcal,25.0,g,2.5,g,58.4,g,2.2,g,7.6,g,1.2,g,0.48,g,2087.0,kJ,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,c,"Snacks, Dulces y Postres"
398,Vivesoy Soja Chocolate,1 l,"Pascual, ViveSoy","Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja, Bebidas de soja con cacao",100g,100g,53.0,kcal,1.8,g,0.3,g,5.3,g,5.2,g,3.2,g,0.13,g,0.052,g,221.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
399,Mini chocolate negro Dark 70% cacao,,Tirma,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros",100g,100g,543.0,kcal,40.0,g,24.0,g,34.0,g,18.0,g,8.4,g,0.10000000074506,,,,543.0,kcal,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",unknown,e,"Snacks, Dulces y Postres"
401,Vivesoy centeno original,1 l,Vivesoy,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales",100g,100g,47.0,kcal,1.3,g,0.2,g,7.5,g,4.5,g,0.7,g,0.09,g,0.036,g,199.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
402,Quinoa Blanca,400g,La Villa,Quinoa blanca,100g,100g,362.0,kcal,5.6,g,0.7,g,63.0,g,8.4,g,12.0,g,0.535,,,,362.0,kcal,,,en:1-unprocessed-or-minimally-processed-foods,d,"Cereales, Panadería y Pasta"
403,Pepino,1 pieza,Vicasol,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Pepinos",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,a,"Frutas, Verduras y Legumbres"
404,Jamón cocido extra,250g,Realvalle,"Productos a base de carne, Embutidos, Jamón, Jamón cocido",serving,100g,101.0,kcal,2.5,g,1.0,g,1.0,g,1.0,g,18.5,g,1.9,g,0.76,g,424.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
405,Mermelada de fresa bio,350 g,Boulé,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Untables, Untables vegetales, Untables dulces, Preparaciones a base de frutas y verduras, Confitura, Productos artesanales, Mermeladas y confituras de frutas del bosque, Mermeladas y confituras artesanales, Mermeladas y confituras de fresa",100g,100g,197.0,kcal,0.0,g,0.0,g,48.0,g,46.7,g,0.5,g,0.0,g,0.0,g,835.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,"Snacks, Dulces y Postres"
406,Fresas,500 g,South Green,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Frutas del bosque, Frutas frescas, Fresas, Fresones",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
407,"Poêlé de brocolis, choux-fleurs et carottes",1 Kg,Freshona,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Congelados, Hortalizas, Alimentos de origen vegetal congelados, Verduras y hortalizas congeladas, Mezclas de vegetales congelados, Mezclas de verduras y hortalizas, Mezclas de verduras y hortalizas congeladas",100g,100g,37.0,kcal,0.5,g,0.1,g,5.0,g,1.8,g,1.6,g,0.07,g,0.028,g,153.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
408,Tomato ketchup,450 g,Heinz,"Condimentos, Salsas, Salsas de tomate, Kétchups, en:comestibles",100g,100g,102.0,kcal,0.1,g,0.1,g,23.2,g,22.8,g,1.2,g,1.8,g,0.72,g,435.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:3-processed-foods,d,"Salsas, Condimentos y Aditivos"
409,Bocaditos de bizcocho sin aceite de palma envasados de,370 g (6 x 61 g),Dulcesol,"Botanas, Snacks dulces, Galletas y pasteles, Pasteles, Bizcocho, Repostería",100g,100g,465.0,kcal,27.0,g,3.5,g,49.0,g,25.0,g,6.2,g,0.78,g,0.312,g,465.0,kcal,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
410,Patatas fritas premium,160 g,Frit Ravich,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas, Fritos, Fritos de origen vegetal, Chips de patatas fritas clasicas, Chips de patatas fritas lisas",100g,100g,518.0,kcal,31.0,g,3.9,g,49.0,g,0.7,g,7.5,g,1.0,g,0.4,g,518.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",en:3-processed-foods,c,"Cereales, Panadería y Pasta"
411,Agua sport,75 cl,Lanjarón,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,mg,5.588,mg,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
412,Leche de oveja,1 l,Covap,"Lácteos, Leches, Leche semidesnatada, Leche de oveja",100g,100g,55.0,kcal,1.7,g,1.3,g,4.8,g,4.8,g,5.2,g,0.18,g,0.072,g,232.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
413,Galletas Integrales Avena 0% Azúcares Añadidos,190 g,Santiveri,"Botanas, Snacks dulces, Galletas y pasteles, en:Biscuits and crackers, Galletas, Galletas secas, en:oatmeal-cookies",100g,100g,429.0,kcal,15.0,g,2.0,g,66.0,g,1.0,g,7.3,g,0.5,g,0.2,g,1799.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,a,"Cereales, Panadería y Pasta"
414,Tónica Zero,25 cl,Schweppes,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas no alcohólicas, Bebidas no azucaradas, Sodas light, Tónica, Bebidas con sabor, en:Tonic drink without sugar with artificial sweeteners",serving,100g,5.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.13,g,0.052,g,19.0,kJ,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,"Bebidas, Agua e Infusiones"
415,Agua Monte Pinos,50 cl,Monte Pinos,"Bebidas, Aguas, Aguas de manantial, Aguas minerales",100g,serving,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
416,Harina de garbanzo,400g,Harimsa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Harinas de origen vegetal, Harinas de leguminosas, Harinas de garbanzos",100g,100g,358.0,kcal,6.6,g,1.1,g,50.0,g,7.8,g,20.0,g,0.015,g,0.006,g,1507.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
417,Bebida de alpiste ecológica y sin lactosa,1 l,Soria Natural,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de alpiste",100g,100g,35.0,kcal,0.5,g,0.1,g,6.7,g,3.8,g,1.2,g,0.25,g,0.1,g,35.0,kcal,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
418,Gaspacho suave,,Carrefour,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comidas preparadas, Sopas, Sopas de verduras y hortalizas, Sopas frías, Gazpachos",100g,100g,37.0,kcal,2.5,g,0.2,g,2.6,g,2.1,g,0.5,g,0.5,g,0.2,g,152.0,kJ,en:soups,"en:fruits-and-vegetables,en:soups",en:3-processed-foods,a,Comidas Preparadas y Envasadas
419,Tomate frito,550 g,Carrefour,"Condimentos, Salsas, en:Meal sauces, Salsas de tomate, Salsas de tomate frito, en:groceries",100g,100g,78.0,kcal,3.7,g,0.4,g,9.6,g,6.4,g,1.0,g,0.95,g,0.38,g,325.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,"Salsas, Condimentos y Aditivos"
420,Queso fundido sándwich,300 g,Dia,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages en tranches, en:melted-cheese",serving,100g,1.99,kcal,0.127,g,0.083,g,0.081,g,0.056,g,0.13,g,0.0335,g,0.0134,g,1.99,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,b,"Bebidas, Agua e Infusiones"
421,Turrón de Jijona,250 g,DIA,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Turrones, Turrones de almendras, Turrones blandos de almendras, Turrón de Jijona",100g,100g,144.5,,39.5,g,3.2,g,34.4,g,30.8,g,19.0,g,0.05,g,0.02,g,2384.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
422,Mayonesa,465 g,Dia,"Condimentos, Salsas, Mayonesas",100g,100g,608.0,kcal,66.0,g,7.4,g,2.7,g,1.3,g,0.8,g,0.9,g,0.36,g,2502.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,d,"Salsas, Condimentos y Aditivos"
424,"12 Huevos frescos de gallinas, criadas en suelo",12 unidades,Lidl,"Productos agrícolas, Huevos",100g,100g,154.0,kcal,11.22,g,2.8,g,0.7,g,0.7,g,12.5,g,0.36,g,0.144,g,154.0,kcal,en:eggs,"en:fish-meat-eggs,en:eggs",en:1-unprocessed-or-minimally-processed-foods,a,Lácteos y Derivados
425,Requesón,120g,pastoret,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Postres, Postres lácteos, Quesos cremosos, Requesón",100g,100g,72.0,kcal,0.4,g,0.3,g,5.2,g,4.0,g,12.2,g,0.1,g,0.04,g,72.0,kcal,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",en:3-processed-foods,a,Lácteos y Derivados
426,Mantequilla Asturiana Pastilla,125 g,central lechera asturiana,"Lácteos, Aceites y grasas, Untables, Grasas para untar, Grasas animales, La pasta de leche, Grasas de la leche, Mantequillas",100g,100g,742.0,kcal,82.0,g,55.0,g,0.4,g,0.4,g,0.6,g,0.03,g,0.012,g,742.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,e,"Aceites, Grasas y Productos Similares"
427,Muslo de pollo asado relleno de jamón serrano,125 g,La Tabla. Aldi,"Productos a base de carne, Carnes, Embutidos, Pollo y sus productos, Aves, Pollo",100g,100g,188.0,kcal,11.3,g,3.5,g,0.1,g,0.1,g,21.4,g,1.7,g,0.68,g,784.0,kJ,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,d,"Carne, Aves y Productos Cárnicos"
428,Almendras crudas,200 g,"Carrefour, Carrefour Original","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Almendras",100g,100g,637.0,kcal,56.0,g,5.0,g,3.5,g,3.5,g,25.0,g,0.05,g,0.02,g,2633.0,kJ,en:nuts,"en:salty-snacks,en:nuts",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
429,Leche fresca semidesnatada,,central lechera asturiana,"Lácteos, Leches, Leche semidesnatada, Leche de vaca",100g,100g,45.0,kcal,1.5499999523163,g,1.0,g,4.6500000953674,g,4.6500000953674,g,3.1500000953674,g,0.10000000149012,g,0.04,g,45.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",unknown,b,Lácteos y Derivados
430,Vicent vidal,,Vicente Vidal,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Chips de patatas fritas",100g,100g,543.0,kcal,33.0,g,3.8,g,51.0,g,0.5,g,6.9,g,1.25,g,0.5,g,543.0,kcal,en:appetizers,"en:salty-snacks,en:appetizers",unknown,c,"Cereales, Panadería y Pasta"
431,Agua Mineral Valtorre,1.5l,Valtorre,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",serving,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,mg,32.5,mg,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",unknown,a,"Bebidas, Agua e Infusiones"
432,Agua Mineral Natural,50 cl,Sierra Natura,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
433,Leche fresca entera,"1,5 l",Alipende,"Lácteos, Leches, Leches frescas, Leche entera, Leche de vaca",100g,100g,63.0,kcal,3.6,g,2.2,g,4.6,g,4.6,g,3.0,g,0.1,g,0.04,g,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",unknown,c,Lácteos y Derivados
434,Tradicional,1 l,Coosol,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Aceites vegetales, Semillas de girasol y derivados, Aceites de girasol",100g,100g,900.0,kcal,100.0,g,13.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,c,"Aceites, Grasas y Productos Similares"
435,Cola Cao Original,390 g,Cola Cao,Cocoa and its products,100g,100g,68.0,kcal,1.7,g,,g,9.6,g,9.1,g,3.4,g,0.12,g,0.048,g,68.0,kcal,,,en:4-ultra-processed-food-and-drink-products,a,"Bebidas, Agua e Infusiones"
436,Leche semidesnatada calcio,1 litro,BonÀrea,"Lácteos, Leches, Leches homogeneizadas, Leche semidesnatada, Leche UHT, Leche de vaca",100g,100g,49.0,kcal,1.6,g,1.0,g,4.8,g,4.8,g,3.8,g,0.11,g,0.044,g,49.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
437,Leche Entera Leyma,1 Litro,Leyma,"Lácteos, en:Milks (liquid and powder), Leches, Leche entera",100g,100g,63.0,kcal,3.6,g,2.2,g,4.6,g,4.6,g,3.0,g,0.1275,g,0.051,g,63.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
438,Zumo de naranja,,Juver,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Zumos y néctares, Zumos de frutas, Zumos de naranja",100g,100g,48.0,kcal,0.1,g,0.0,g,11.0,g,9.0,g,0.6,g,0.01,g,0.004,g,48.0,kcal,en:fruit-juices,"en:beverages,en:fruit-juices",unknown,c,"Frutas, Verduras y Legumbres"
439,Dürum Tortillas,378 g,Mission,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Panes planos, Tortitas de cereales, Tortitas de trigo, Panes blancos, Panes de trigo, en:Wheat flatbreads",serving,100g,316.0,kcal,7.4,g,1.3,g,53.0,g,1.5,g,8.0,g,2.75,g,1.1,g,316.0,kcal,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
440,Cacao soluble,500g,Dia,"Bebidas y preparaciones de bebidas, Cacao y sus productos, Preparaciones de bebidas, Cacaos y chocolates en polvo, Bebidas instantáneas, Cacaos en polvo, Chocolates en polvo",100g,100g,377.0,kcal,2.4,g,1.4,g,80.0,g,74.0,g,5.3,g,0.05,g,0.02,g,1595.0,kJ,,,en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
441,Semillas de chía,500g,NaturGreen,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Chia, Semillas de chía",serving,100g,47.3,kcal,3.41,g,,,1.0,g,2.4,,2.1,g,0.2,,,,47.3,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",unknown,a,"Frutas, Verduras y Legumbres"
442,Mortadela con aceitunas,250 g,Realvalle,"Productos a base de carne, Carnes, Embutidos, fr:Charcuteries cuites, Mortadela",100g,100g,245.0,kcal,20.0,g,6.7,g,6.3,g,1.0,g,9.8,g,2.1,g,0.84,g,1015.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
