,product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
3611,Lentejas de Tierra de Campos,500 g,Consum,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Lentejas, Lentejas pardas, en:Spanish legumes, Lenteja de Tierra de Campos",100g,100g,281.0,kcal,2.1,g,0.4,g,23.0,g,1.8,g,23.0,g,0.01,g,0.004,g,1171.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
3612,Queso Mahón,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso semicurado, Mahón-Menorca",100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,e,Lácteos y Derivados
3613,Guisantes Liofilizado en Polvo,50 g,Cultisabor,GUISANTES LIOFILIZADOS EN POLVO,100g,100g,62.0,kcal,0.5,g,0.1,g,8.8,g,4.1,g,5.4,g,0.0,mg,0.0,mg,260.0,kJ,,,en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
3614,Galletas deseo España,,,"Botanas, Snacks dulces, Galletas y pasteles, Galletas",100g,100g,381.5,,8.5,,,,,,3.3,,,,0.535,,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,d,"Cereales, Panadería y Pasta"
3615,Queso semicurado de Mahón,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso semicurado, Mahón-Menorca",100g,100g,365.0,kcal,29.0,g,20.0,g,2.7,g,0.5,g,22.0,g,0.13,,,,365.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,b,Lácteos y Derivados
3616,Monerris Planelles,150 g,,,100g,100g,252.0,kcal,10.0,g,10.0,g,4.0,g,3.0,g,5.0,g,1.0,g,0.4,g,252.0,kcal,,,unknown,e,"Snacks, Dulces y Postres"
3617,Mejillones ahumadis,,Portomar,"Productos del mar, Molusco, Mejillones",serving,100g,240.0,kcal,21.0,g,4.0,g,1.0,g,0.0,,11.0,g,0.55,g,0.22,g,240.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",unknown,d,"Pescados, Mariscos y Derivados"
3618,Iceberg,200 g,Minuto Verde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Verduras de hoja, Lechuga, Lechuga iceberg",100g,100g,17.0,kcal,0.5,g,0.3,g,1.6,g,1.6,g,0.7,g,0.03,g,0.012,g,69.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
3619,Aliño para Tartar de Atún,50 g,Kondimentum,"Condimentos, Salsas, Salsa para pescado, Salsa para tartar de atún",100g,100g,139.0,kcal,0.2,g,0.03,g,72.8,g,48.1,g,5.7,g,9.0,g,3.6,g,581.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,e,"Salsas, Condimentos y Aditivos"
3620,B36 Drenante,,bio España,,100g,100g,368.0,,3.6,,,,,,10.1,,,,0.5,,,,,,,,unknown,a,Suplementos y Artículos No Alimentarios
3621,Alubias,540 g,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Alimentos de origen vegetal en conserva, Leguminosas en conserva, Alubias cocidas en conserva, Alubias blancas cocidas en conserva",100g,100g,103.0,kcal,0.0,g,0.0,g,16.0,g,7.3,g,0.9,g,0.0,g,0.0,g,103.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,c,Comidas Preparadas y Envasadas
3622,Aceitunas Verdes Rellenas con Pasta de Pimiento,180 g,Carbonell,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de pimiento",100g,100g,140.0,kcal,15.0,g,3.0,g,0.0,g,0.0,g,1.0,g,4000.0,mg,1600.0,mg,570.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,"Frutas, Verduras y Legumbres"
3623,Crema de lomo de orza,,España e Hijos,,100g,100g,354.0,kcal,33.1,g,4.9,g,4.1,g,3.9,g,10.0,g,1.3,g,0.52,g,354.0,kcal,,,unknown,a,Comidas Preparadas y Envasadas
3624,Queso madurado de oveja Idiazabal,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal",100g,100g,435.0,kcal,38.0,g,27.0,g,0.3,g,0.0,g,23.0,g,1.5,g,0.6,g,435.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3625,Mejillones en escabeche picante,"13/18 piezas, 115 g",Carrefour,"Productos del mar, Conservas, Molusco, Mejillones, Mejillones enlatados, Mejillones en escabeche",100g,100g,217.0,kcal,17.0,g,2.7,g,2.9,g,0.0,,13.0,g,1.3,g,0.52,g,899.0,kJ,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:4-ultra-processed-food-and-drink-products,d,"Pescados, Mariscos y Derivados"
3627,Pelota furbo españa,,,,100g,100g,20.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,20.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3628,Crema de Membrillo extra,250 g,La Membrillera,,100g,100g,467.0,,22.75,,,,,,25.1,,,,0.10000000074506,,,,,,,,unknown,e,"Snacks, Dulces y Postres"
3630,Yogur Líquido con Frutas del Bosque,1500 g,Consum,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures con frutas y azúcar, Yogures líquidos",100g,100g,68.0,kcal,1.2,g,0.8,g,11.5,g,11.4,g,2.7,g,0.11,g,0.044,g,286.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
3631,Queso San Simon da Costa,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos españoles, San Simón da Costa",100g,100g,394.3,kcal,31.5,g,21.1,g,2.1,g,0.5,g,25.6,g,1.9,g,0.76,g,394.3,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3632,Polen Origen  España,,,,100g,100g,368.0,,3.6,,,,,,10.1,,,,0.5,,,,,,,,unknown,a,Suplementos y Artículos No Alimentarios
3633,Pasta Almendra,165 g,,,100g,100g,500.0,kcal,29.0,g,9.09,g,62.0,g,1.0,g,7.4,g,0.535,,,,500.0,kcal,,,unknown,d,"Cereales, Panadería y Pasta"
3635,Frutos secos,,,,100g,100g,497.0,kcal,29.4,g,5.1,g,42.4,g,14.0,g,15.6,g,1.6,g,0.64,g,497.0,kcal,,,unknown,a,"Frutas, Verduras y Legumbres"
3636,Queso mahon menorca,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
3637,Suïm,50cl,SUÏM,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva",100g,100g,900.0,kcal,70.0,g,18.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",unknown,c,"Aceites, Grasas y Productos Similares"
3638,Pom-bear,,Grefusa,,100g,100g,498.0,kcal,26.0,g,3.1,g,62.0,g,2.0,g,2.6,g,1.5,g,0.6,g,498.0,kcal,,,en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
3639,Lomo de cebo ibérico Mercadona,20x?,Industrias carnicas loriente,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo, Lomo de Cerdo",100g,100g,319.0,kcal,19.0,g,6.8,g,1.0,g,0.0,g,36.0,g,2.4,g,0.96,g,1335.0,kj,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",en:1-unprocessed-or-minimally-processed-foods,e,"Carne, Aves y Productos Cárnicos"
3640,Almendra repelada frita,200 g,Ferradura,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Frutos de cáscara sin cáscara, Almendras, Almendras sin cáscara",100g,100g,607.0,kcal,55.2,g,4.2,g,17.7,g,4.5,g,21.2,g,0.8,g,0.32,g,607.0,kcal,en:nuts,"en:salty-snacks,en:nuts",en:3-processed-foods,b,"Frutas, Verduras y Legumbres"
3641,Pizza de atún y queso,,El Corte Inglés,"Comidas preparadas, Pizzas - empanadas y quiches, Pizzas",100g,100g,211.0,kcal,8.7,g,3.0,g,23.0,g,8.0,g,9.6,g,1.3,g,0.52,g,211.0,kcal,en:pizza-pies-and-quiches,"en:composite-foods,en:pizza-pies-and-quiches",unknown,d,Comidas Preparadas y Envasadas
3643,Filete pechuga de pavo,,,"Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo, Pechuga de pavo",100g,100g,103.0,kcal,0.9,g,0.3,g,0.0,g,0.0,g,24.0,g,0.26,g,0.104,g,431.0,kj,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:1-unprocessed-or-minimally-processed-foods,a,"Carne, Aves y Productos Cárnicos"
3645,Aceite de oliva virgen extra,"0,5L",Olivasola,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen",100g,100g,888.0,kcal,100.0,g,14.21,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3715.0,kj,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3646,Queso curazo,,,,100g,100g,452.0,kcal,34.0,g,17.8,g,0.48,g,0.8,g,36.1,g,1.9,g,0.76,g,452.0,kcal,,,unknown,b,Lácteos y Derivados
3647,Miel de roble de españa,,,,100g,100g,101.0,,3.3499999999999996,,,,,,2.8,,,,0.98,,,,,,,,unknown,a,"Salsas, Condimentos y Aditivos"
3648,Polen de españa,,,,100g,100g,368.0,,3.6,,,,,,10.1,,,,0.5,,,,,,,,unknown,a,Suplementos y Artículos No Alimentarios
3649,Queso semicurado en lonchas,200 g,Loran,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos en lonchas, Queso semicurado",100g,100g,358.7,kcal,29.1,g,20.0,g,0.1,g,0.1,g,24.1,g,1.1,g,0.44,g,358.7,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3650,Queso de vaca tierno,,Granja Maravillas,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca",100g,100g,311.4,kcal,25.36,g,17.6,g,0.6,g,0.0,g,20.2,g,0.52,g,0.208,g,311.4,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,Lácteos y Derivados
3653,Queso de cabra tierno,300 g,Auchan,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra",100g,100g,376.0,kcal,32.0,g,21.0,g,1.0,g,0.5,g,21.0,g,1.5,g,0.6,g,376.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3655,Hongo Frito en aceite de oliva,300 g,Emperatriz,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Setas y sus productos, Setas, Setas en conserva, Mezclas de setas en conserva",100g,100g,53.0,,13.89,g,1.18,g,3.57,g,1.25,g,2.6,g,0.48,g,0.192,g,618.82,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,a,Comidas Preparadas y Envasadas
3656,Queso curado,400 g,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso curado",100g,100g,431.0,kcal,36.0,g,25.0,g,1.8,g,0.6,g,25.0,g,1.8,g,0.72,g,431.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3657,Aceitunas rellenas de pasta de anchoa,,Benlloch,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de anchoa",100g,100g,156.0,kcal,15.2,g,3.02,g,3.6,g,0.05,g,1.3,g,3.41,g,1.364,g,156.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,e,"Frutas, Verduras y Legumbres"
3658,Aceitunas verdes rellenas de anchoa,,Karina,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de anchoa",100g,100g,156.0,kcal,15.3,g,3.0,g,2.9,g,0.5,g,1.6,g,3.4,g,1.36,g,156.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,e,"Frutas, Verduras y Legumbres"
3659,Miel de Eucalipto,,Como una Reina,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus",100g,100g,467.0,,22.75,,,,,,25.1,,,,0.10000000074506,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
3660,Carne 3.0 Cachopo 0% Bacon,,Compasión,"en:Meat alternatives, Carnes vegetales",100g,100g,195.0,kcal,4.1,g,2.1,g,25.4,g,2.7,g,13.7,g,1.5,g,0.6,g,195.0,kcal,,,unknown,d,"Frutas, Verduras y Legumbres"
3661,Queso tierno de vaca 12 lonchas,12 lonchas (300 g),Entrepinares,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca",100g,100g,371.0,kcal,31.0,g,21.0,g,1.1,g,0.5,g,22.0,g,1.2,g,0.48,g,1540.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3662,Queso curado de oveja,,Auchan,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Leches, Quesos de leche de oveja, en:Non-homogenized milks, Leche cruda",100g,100g,447.0,kcal,38.0,g,25.0,g,1.4,g,1.4,g,26.0,g,2.0,g,0.8,g,447.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,e,Lácteos y Derivados
3663,Queso de mezcla semicurado,250 g,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,374.0,kcal,30.8,g,20.4,g,1.0,g,0.5,g,23.3,g,1.76,g,0.704,g,374.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3664,Queso de Mezcla Semicurado,175 g,Gourmet,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Refrigerados, Quesos españoles, Queso semicurado",100g,100g,374.0,kcal,30.8,g,20.4,g,1.0,g,0.5,g,23.3,g,1.8,g,0.72,g,1553.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3665,Queso curado ecológico,,Aspace,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Queso curado",100g,100g,411.0,kcal,34.93,g,21.46,g,0.5,g,0.5,g,24.26,g,1.93,g,0.772,g,411.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,Lácteos y Derivados
3666,Queso de oveja con pimentón,200 g,Aldi,"Alimentos y bebidas de origen vegetal, Lácteos, Comidas fermentadas, Alimentos de origen vegetal, Productos fermentados de la leche, Quesos, Condimentos, Especias, Quesos de leche de oveja, Pimentón",100g,100g,420.0,kcal,36.0,g,24.0,g,19.0,g,6.0,g,22.2,g,0.98,,,,420.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,a,"Salsas, Condimentos y Aditivos"
3667,Queso viejo cremoso,,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Leches, Quesos de leche de oveja, en:Non-homogenized milks, Queso oveja viejo, Leche cruda",100g,100g,390.0,kcal,33.0,g,22.0,g,1.2,g,0.5,g,22.0,g,0.13,,,,390.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
3668,Pimiento del piquillo caramelizado,115 g,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Pimientos, Pimientos del piquillo",100g,100g,87.0,kcal,1.0,g,0.1,g,21.0,g,16.0,g,0.7,g,1.4,g,0.56,g,87.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
3669,Aceite de Oliva Virgen extra ecológico,500 ml,"Laguna de Blas, Oleum Laguna","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen extra, Aceites de oliva virgen",100g,100g,823.0,kcal,91.0,g,14.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,823.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3670,Queso oveja con romero y tomillo,150 g,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Queso semicurado",100g,100g,422.0,kcal,36.5,g,25.2,g,1.2,g,0.6,g,22.1,g,1.85,g,0.74,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
3671,Crema de miel con jengibre y limón,,,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles",100g,100g,320.0,kcal,0.22,g,0.05,g,79.0,g,79.0,g,0.3,g,0.03,g,0.012,g,320.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,d,"Snacks, Dulces y Postres"
3674,Cardo al natural,660 g,Coaliment,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Verduras de tallo, Cardos",100g,100g,19.59,kcal,0.11,g,0.01,g,3.04,g,0.0,g,0.76,g,1.03,g,0.412,g,19.59,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,c,"Frutas, Verduras y Legumbres"
3675,Arroz Beltran Albufera,,Beltran,,100g,100g,344.0,kcal,0.53,g,0.1,g,77.9,g,0.028,g,6.9,g,0.535,,,,344.0,kcal,,,unknown,d,"Cereales, Panadería y Pasta"
3676,Queso Valdeon,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos españoles, Queso de Valdeón",100g,100g,386.0,kcal,31.0,g,22.0,g,3.0,g,0.4,g,23.0,g,2.3,g,0.92,g,386.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,Lácteos y Derivados
3677,Desafío quiz españa,,,,100g,100g,368.0,,3.6,,,,,,10.1,,,,0.5,,,,,,,,unknown,a,Suplementos y Artículos No Alimentarios
3678,Mixto Especial dlu,,,,100g,100g,467.0,,30.0,g,5.3,g,33.0,g,1.7,g,16.0,g,0.95,g,0.38,g,2346.0,kJ,,,unknown,e,"Snacks, Dulces y Postres"
3679,Aceite de oliva intenso,5 l,"Chef Zafra, La Hacienda de Isabel","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva de España",100g,100g,900.0,kcal,100.0,g,13.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,900.0,kcal,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3680,Queso oveja viejo,,,,100g,100g,455.0,kcal,38.0,g,26.7,g,1.0,g,1.0,g,27.2,g,1.7,g,0.68,g,455.0,kcal,,,unknown,b,Lácteos y Derivados
3681,"Limón de España, confitado con chocolate negro",,,,100g,100g,467.0,,22.75,,,,,,25.1,,,,0.10000000074506,,,,,,,,unknown,e,"Snacks, Dulces y Postres"
3683,Imperial Olive Oil 100ml Glass bottle,100 ml.,IMPERIAL,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva",100g,100g,899.0,,100.0,,,,,,0.0,,,,0.0,,,,,,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,"Aceites, Grasas y Productos Similares"
3684,Presa embuchada,,,,100g,100g,260.0,kcal,16.13,g,6.3,g,0.5,g,0.5,g,15.32,g,15.32,g,6.128,g,260.0,kcal,,,unknown,e,"Carne, Aves y Productos Cárnicos"
3685,Frutos Secos Snack Palomitas Dulces,120 g,,"Botanas, Snacks dulces, Palomitas de maíz, Palomitas azucaradas",100g,100g,460.0,kcal,13.8,g,7.02,g,79.7,g,20.9,g,4.27,g,0.01,g,0.004,g,460.0,kcal,,,en:4-ultra-processed-food-and-drink-products,d,"Snacks, Dulces y Postres"
3686,Alas Crunchy chicken,,el mercado de aldi,"Productos a base de carne, Carnes, Pollo y sus productos, Aves, Pollo, Alitas de pollo",100g,100g,227.0,kcal,12.8,g,2.2,g,14.8,g,0.9,g,13.0,g,0.85,g,0.34,g,227.0,kcal,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
3687,Yogur natural cremoso,900 g,Alaya,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales",100g,100g,73.3,kcal,3.7,g,2.2,g,5.7,g,5.7,g,4.2,g,0.15,g,0.06,g,73.3,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,Lácteos y Derivados
3688,Longaniza de Pascua,,,"Productos a base de carne, Carnes, Embutidos, Carne de cerdo y sus productos, Salchichas, Carne de cerdo, Embutidos de España",100g,100g,453.0,kcal,34.8,g,12.9,g,3.9,g,2.4,g,30.2,g,4.2,g,1.68,g,453.0,kcal,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
3689,Miel de Azahar Origen España,,,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, en:Citrus honeys, Mieles de azahar",100g,100g,335.0,kcal,0.0,g,0.0,g,83.0,g,77.0,g,0.1,g,0.10000000074506,,,,335.0,kcal,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,e,"Snacks, Dulces y Postres"
3691,Alga Espagueti de Mar,50 g,El Granero Integral,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Productos del mar, Algas y sus productos, Algas espagueti de mar",100g,100g,170.0,kcal,1.0,g,0.4,g,15.0,g,0.0,g,7.5,g,7.9,g,3.16,g,170.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:1-unprocessed-or-minimally-processed-foods,d,"Pescados, Mariscos y Derivados"
3692,Cerdo a Tacos,,,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo",100g,100g,129.0,kcal,3.9,g,1.13,g,0.0,g,0.0,g,23.07,g,0.11,g,0.044,g,129.0,kcal,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",unknown,a,"Carne, Aves y Productos Cárnicos"
3694,Crema de Almendras y cacao,500g,Nectina,"Desayunos, Untables, Untables dulces, fr:Pâtes à tartiner, Cremas a base de almendras",100g,100g,366.0,kcal,17.0,g,1.6,g,43.0,g,41.0,g,9.0,g,0.0,g,0.0,g,1533.0,kJ,en:sweets,"en:sugary-snacks,en:sweets",en:4-ultra-processed-food-and-drink-products,d,"Frutas, Verduras y Legumbres"
3696,Bulgarets,180 g,,,100g,100g,441.0,kcal,23.2,g,17.2,g,53.6,g,43.9,g,3.3,g,0.5,g,0.2,g,441.0,kcal,,,unknown,a,Suplementos y Artículos No Alimentarios
3697,Burger wagyu,2 x 150 g,,,100g,100g,266.0,kcal,19.0,g,7.6,g,6.3,g,0.3,g,17.5,g,1.1,g,0.44,g,266.0,kcal,,,en:4-ultra-processed-food-and-drink-products,e,"Carne, Aves y Productos Cárnicos"
